,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
1179,alp,alprazolam,False,False,False,True
1180,xanax,alprazolam,alprazolam,True,True,True
1181,ativan,alprazolam,lorazepam,False,False,False
1182,xanax,alprazolam,alprazolam,True,True,True
1183,xanax_bars,alprazolam,False,True,True,True
1184,xanax_pills,alprazolam,False,True,True,False
1185,alprazolom,alprazolam,alprazolam,True,True,True
1186,alp,alprazolam,False,False,False,True
1187,alpraz,alprazolam,False,False,True,True
1188,alprazolum,alprazolam,False,False,True,True
1189,xanor,alprazolam,alprazolam,True,True,True
1190,alpraz,alprazolam,False,False,True,True
1191,alprazolan,alprazolam,alprazolam,True,True,True
1192,alprazolane,alprazolam,False,False,True,True
1193,alpraz,alprazolam,False,False,True,True
1194,alprazolam,alprazolam,alprazolam,True,True,True
1195,tranxene,alprazolam,clorazepate,False,False,False
1196,librium,alprazolam,chlordiazepoxide,False,False,False
1197,xanax,alprazolam,alprazolam,True,True,True
1198,zanapam,alprazolam,False,False,True,True
1199,serenax,alprazolam,False,False,False,False
1200,tranqipam,alprazolam,False,False,False,False
1201,xanax,alprazolam,alprazolam,True,True,True
1202,azanza,alprazolam,False,False,False,False
1203,zanapam,alprazolam,False,False,True,True
1204,xanax,alprazolam,alprazolam,True,True,True
1205,zanapam,alprazolam,False,False,True,True
1206,alpraz,alprazolam,False,False,True,True
1207,alprazolam,alprazolam,alprazolam,True,True,True
1208,xanax,alprazolam,alprazolam,True,True,True
1209,alprazolsm,alprazolam,False,False,True,True
1210,alprazolwm,alprazolam,False,False,True,Error
1211,alprazolan,alprazolam,alprazolam,True,True,True
1212,alprazolamum,alprazolam,False,False,True,True
1213,xanor,alprazolam,alprazolam,True,True,True
1214,alpraz,alprazolam,False,False,True,True
1215,alprazolamx,alprazolam,False,False,True,True
1216,alpraz,alprazolam,False,False,True,True
1217,xanax,alprazolam,alprazolam,True,True,True
1218,alprazalam,alprazolam,alprazolam,True,True,True
1219,alprazolan,alprazolam,alprazolam,True,True,True
1220,alprazolamum,alprazolam,False,False,True,True
1221,alprazolans,alprazolam,False,False,True,True
1222,xanor,alprazolam,alprazolam,True,True,True
1223,zolam,alprazolam,False,False,True,True
1224,alprazolame,alprazolam,False,False,True,True
1225,alprazolan,alprazolam,alprazolam,True,True,True
1226,alprazolam,alprazolam,alprazolam,True,True,True
1227,ativan,alprazolam,lorazepam,False,False,False
1228,xanax,alprazolam,alprazolam,True,True,True
1229,ativan,alprazolam,lorazepam,False,False,False
1230,nozepam,alprazolam,False,False,False,False
1231,alzolam,alprazolam,False,False,True,True
1232,alprazlam,alprazolam,False,False,True,True
1233,xanor,alprazolam,alprazolam,True,True,True
1234,tranxene,alprazolam,clorazepate,False,False,False
1235,xanor,alprazolam,alprazolam,True,True,True
1236,alpraz,alprazolam,False,False,True,True
1237,ativan,alprazolam,lorazepam,False,False,False
1238,xanax,alprazolam,alprazolam,True,True,True
1239,xanor,alprazolam,alprazolam,True,True,True
1240,alpraz,alprazolam,False,False,True,True
1241,xanax,alprazolam,alprazolam,True,True,True
1242,xanor,alprazolam,alprazolam,True,True,True
1243,alpraz,alprazolam,False,False,True,True
1244,alprazolan,alprazolam,alprazolam,True,True,True
1245,alprazolamum,alprazolam,False,False,True,True
1246,xanax,alprazolam,alprazolam,True,True,True
1247,xanax_bars,alprazolam,False,True,True,True
1248,white_xanax,alprazolam,False,True,False,True
1249,alpraz,alprazolam,False,False,True,True
1250,alprazolam,alprazolam,alprazolam,True,True,True
1251,xanax,alprazolam,alprazolam,True,True,True
1252,xanax,alprazolam,alprazolam,True,True,True
1253,alpraz,alprazolam,False,False,True,True
1254,alprazolam,alprazolam,alprazolam,True,True,True
1255,alpraz,alprazolam,False,False,True,True
1256,alprazolam,alprazolam,alprazolam,True,True,True
1257,alpraz,alprazolam,False,False,True,True
1258,alprazolam,alprazolam,alprazolam,True,True,True
1259,alpraz,alprazolam,False,False,True,True
1260,alprazolame,alprazolam,False,False,True,True
1261,xanax,alprazolam,alprazolam,True,True,True
1262,bars,alprazolam,False,False,False,True
1263,yellow,alprazolam,orange,False,False,False
1264,xanax,alprazolam,alprazolam,True,True,True
1265,xanax,alprazolam,alprazolam,True,True,True
1266,ativan,alprazolam,lorazepam,False,False,False
1267,xanbars,alprazolam,False,False,True,True
1268,nozepam,alprazolam,False,False,False,False
1269,alzolam,alprazolam,False,False,True,True
1270,xanax,alprazolam,alprazolam,True,True,True
1271,alprazolan,alprazolam,alprazolam,True,True,True
1272,alprazolane,alprazolam,False,False,True,True
1273,alpraz,alprazolam,False,False,True,True
1274,alprazolam,alprazolam,alprazolam,True,True,True
1275,alpraz,alprazolam,False,False,True,True
1276,alp,alprazolam,False,False,False,True
1277,alpraz,alprazolam,False,False,True,True
1278,alprazolam,alprazolam,alprazolam,True,True,True
1279,xanor,alprazolam,alprazolam,True,True,True
1280,alpraz,alprazolam,False,False,True,True
1281,alprazolan,alprazolam,alprazolam,True,True,True
1282,alprazolane,alprazolam,False,False,True,True
1283,ativan,alprazolam,lorazepam,False,False,False
1284,aripiprazole,alprazolam,aripiprazole,False,False,False
1285,alpraz,alprazolam,False,False,True,True
1286,alprazolam,alprazolam,alprazolam,True,True,True
1287,alpraz,alprazolam,False,False,True,True
1288,xanax,alprazolam,alprazolam,True,True,True
1289,xanax,alprazolam,alprazolam,True,True,True
1290,alprazolam,alprazolam,alprazolam,True,True,True
1291,alprazolane,alprazolam,False,False,True,True
1292,alprazolamum,alprazolam,False,False,True,True
1293,xanax,alprazolam,alprazolam,True,True,True
1294,alprazol,alprazolam,False,False,True,True
1295,alprazolams,alprazolam,alprazolam,True,True,True
1296,xanax,alprazolam,alprazolam,True,True,True
1297,ativan,alprazolam,lorazepam,False,False,False
1298,klonopin,alprazolam,clonazepam,False,True,False
1299,xanax_bars,alprazolam,False,True,True,True
1300,xanax_pills,alprazolam,False,True,True,False
1301,ativan,alprazolam,lorazepam,False,False,False
1302,alprazolam,alprazolam,alprazolam,True,True,True
1303,alpraz,alprazolam,False,False,True,True
1304,alp,alprazolam,False,False,False,True
1305,xanax,alprazolam,alprazolam,True,True,True
1306,xanor,alprazolam,alprazolam,True,True,True
1307,zanax,alprazolam,alprazolam,True,True,True
1308,alpraz,alprazolam,False,False,True,True
1309,alprazolam,alprazolam,alprazolam,True,True,True
1310,xanbars,alprazolam,False,False,True,True
1311,lorazepam,alprazolam,lorazepam,False,False,False
1312,ativan,alprazolam,lorazepam,False,False,False
1313,xanax,alprazolam,alprazolam,True,True,True
1314,alpraz,alprazolam,False,False,True,True
1315,alprazolam,alprazolam,alprazolam,True,True,True
1316,xanax,alprazolam,alprazolam,True,True,True
1317,ativan,alprazolam,lorazepam,False,False,False
1318,alpraz,alprazolam,False,False,True,True
1319,xanax,alprazolam,alprazolam,True,True,True
1320,ativan,alprazolam,lorazepam,False,False,False
1321,alprazolan,alprazolam,alprazolam,True,True,True
1322,alprazolane,alprazolam,False,False,True,True
1323,tranxene,alprazolam,clorazepate,False,False,False
1324,librium,alprazolam,chlordiazepoxide,False,False,False
1325,alfazolam,alprazolam,False,False,True,True
1326,alprazolan,alprazolam,alprazolam,True,True,True
1327,alprazloam,alprazolam,False,False,True,True
1328,azolam,alprazolam,acetazolamide,False,True,True
1329,calmpose,alprazolam,False,False,False,False
1330,dalmane,alprazolam,flurazepam,False,False,False
1331,estazolam,alprazolam,estazolam,False,False,False
1332,halcion,alprazolam,triazolam,False,False,False
1333,restoril,alprazolam,temazepam,False,False,False
1334,tranxene,alprazolam,clorazepate,False,False,False
1335,xanax,alprazolam,alprazolam,True,True,True
1336,ativan,alprazolam,lorazepam,False,False,False
1337,alpraz,alprazolam,False,False,True,True
1338,alprazolam,alprazolam,alprazolam,True,True,True
1339,alpraz,alprazolam,False,False,True,True
1340,alprazolam,alprazolam,alprazolam,True,True,True
1341,xanor,alprazolam,alprazolam,True,True,True
1342,frontin,alprazolam,False,False,False,True
1343,aplrazolam,alprazolam,alprazolam,True,False,True
1344,zoloft,alprazolam,sertraline,False,False,False
1345,aprozolam,alprazolam,alprazolam,True,True,True
1346,xanax,alprazolam,alprazolam,True,True,True
1347,azolam,alprazolam,acetazolamide,False,True,True
1348,xanax,alprazolam,alprazolam,True,True,True
1349,ativan,alprazolam,lorazepam,False,False,False
1350,klonopin,alprazolam,clonazepam,False,True,False
1351,alpraz,alprazolam,False,False,True,True
1352,xanax,alprazolam,alprazolam,True,True,True
1353,xanax,alprazolam,alprazolam,True,True,True
1354,ativan,alprazolam,lorazepam,False,False,False
1355,aplrazolam,alprazolam,alprazolam,True,False,True
1356,zoloft,alprazolam,sertraline,False,False,False
1357,alprazolamum,alprazolam,False,False,True,True
1358,alprazolan,alprazolam,alprazolam,True,True,True
1359,alprazolsm,alprazolam,False,False,True,True
1360,alprazolum,alprazolam,False,False,True,True
1361,alpraz,alprazolam,False,False,True,True
1362,alprazol,alprazolam,False,False,True,True
1363,restoril,alprazolam,temazepam,False,False,False
1364,tranxene,alprazolam,clorazepate,False,False,False
1365,alzolam,alprazolam,False,False,True,True
1366,xanax,alprazolam,alprazolam,True,True,True
1367,ativan,alprazolam,lorazepam,False,False,False
1368,klonopin,alprazolam,clonazepam,False,True,False
1369,xanax,alprazolam,alprazolam,True,True,True
1370,xanax,alprazolam,alprazolam,True,True,True
1371,aripiprazole,alprazolam,aripiprazole,False,False,False
1372,asenapine,alprazolam,asenapine,False,False,False
1373,alprazolamx,alprazolam,False,False,True,True
1374,alpraz,alprazolam,False,False,True,True
1375,alprazolam,alprazolam,alprazolam,True,True,True
1376,alprazolom,alprazolam,alprazolam,True,True,True
1377,valium,alprazolam,diazepam,False,False,False
1378,ativan,alprazolam,lorazepam,False,False,False
1379,alpraz,alprazolam,False,False,True,True
1380,alprazolam,alprazolam,alprazolam,True,True,True
1381,alpraz,alprazolam,False,False,True,True
1382,alprazolam,alprazolam,alprazolam,True,True,True
1383,alpraz,alprazolam,False,False,True,True
1384,alprazolam,alprazolam,alprazolam,True,True,True
1385,ativan,alprazolam,lorazepam,False,False,False
1386,alpraz,alprazolam,False,False,True,True
1387,xanax,alprazolam,alprazolam,True,True,True
1388,alpraz,alprazolam,False,False,True,True
1389,alpram,alprazolam,False,False,True,True
1390,xanaxx,alprazolam,False,False,True,True
1391,xanax,alprazolam,alprazolam,True,True,True
1392,alpraz,alprazolam,False,False,True,True
1393,alprazolamum,alprazolam,False,False,True,True
1394,alpraz,alprazolam,False,False,True,True
1395,alprazolam,alprazolam,alprazolam,True,True,True
1396,aplrazolam,alprazolam,alprazolam,True,False,True
1397,alprazolan,alprazolam,alprazolam,True,True,True
1398,alprazolamum,alprazolam,False,False,True,True
1399,alprazolamo,alprazolam,False,False,True,True
1400,alprozolam,alprazolam,alprazolam,True,True,True
1401,zanax,alprazolam,alprazolam,True,True,True
1402,alprazolan,alprazolam,alprazolam,True,True,True
1403,alprazolamum,alprazolam,False,False,True,True
1404,ativan,alprazolam,lorazepam,False,False,False
1405,alpraz,alprazolam,False,False,True,True
1406,alprazolam,alprazolam,alprazolam,True,True,True
1407,ativan,alprazolam,lorazepam,False,False,False
1408,xanax_bars,alprazolam,False,True,True,True
1409,xanax_pills,alprazolam,False,True,True,False
1410,xanax,alprazolam,alprazolam,True,True,True
1411,xanax,alprazolam,alprazolam,True,True,True
1412,xanax,alprazolam,alprazolam,True,True,True
1413,alpraz,alprazolam,False,False,True,True
1414,alprazolam,alprazolam,alprazolam,True,True,True
1415,aplrazolam,alprazolam,alprazolam,True,False,True
1416,alprazolom,alprazolam,alprazolam,True,True,True
1417,alprazolum,alprazolam,False,False,True,True
1418,xanax_bars,alprazolam,False,True,True,True
1419,white_xanax,alprazolam,False,True,False,True
1420,alpraz,alprazolam,False,False,True,True
1421,alprazolams,alprazolam,alprazolam,True,True,True
1422,xanax,alprazolam,alprazolam,True,True,True
1423,alprazolom,alprazolam,alprazolam,True,True,True
1424,alpraz,alprazolam,False,False,True,True
1425,alprazolam,alprazolam,alprazolam,True,True,True
1426,xanax,alprazolam,alprazolam,True,True,True
1427,xanax,alprazolam,alprazolam,True,True,True
1428,azolam,alprazolam,acetazolamide,False,True,True
1429,calmpose,alprazolam,False,False,False,False
1430,dalmane,alprazolam,flurazepam,False,False,False
1431,estazolam,alprazolam,estazolam,False,False,False
1432,halcion,alprazolam,triazolam,False,False,False
1433,restoril,alprazolam,temazepam,False,False,False
1434,tranxene,alprazolam,clorazepate,False,False,False
1435,xanax,alprazolam,alprazolam,True,True,True
1436,alprazolam,alprazolam,alprazolam,True,True,True
1437,frontal,alprazolam,False,False,False,False
1438,neupax,alprazolam,False,False,True,True
1439,xanax,alprazolam,alprazolam,True,True,True
1440,ativan,alprazolam,lorazepam,False,False,False
1441,aplrazolam,alprazolam,alprazolam,True,False,True
1442,zoloft,alprazolam,sertraline,False,False,False
1443,alprazolam,alprazolam,alprazolam,True,True,True
1444,xanax,alprazolam,alprazolam,True,True,True
1445,zanex,alprazolam,False,False,False,True
1446,xanies,alprazolam,False,False,True,True
1447,ativan,alprazolam,lorazepam,False,False,False
1448,klonopin,alprazolam,clonazepam,False,True,False
1449,alp,alprazolam,False,False,False,True
1450,alpraz,alprazolam,False,False,True,True
1451,aplrazolam,alprazolam,alprazolam,True,False,True
1452,zanax,alprazolam,alprazolam,True,True,True
1453,alp,alprazolam,False,False,False,True
1454,alpraz,alprazolam,False,False,True,True
1455,alpraz,alprazolam,False,False,True,True
1456,alprazolams,alprazolam,alprazolam,True,True,True
1457,xanax,alprazolam,alprazolam,True,True,True
1458,alpraz,alprazolam,False,False,True,True
1459,alprazolam,alprazolam,alprazolam,True,True,True
1460,xanor,alprazolam,alprazolam,True,True,True
1461,alpraz,alprazolam,False,False,True,True
1462,xanax,alprazolam,alprazolam,True,True,True
1463,ativan,alprazolam,lorazepam,False,False,False
1464,xanax,alprazolam,alprazolam,True,True,True
1465,xanax,alprazolam,alprazolam,True,True,True
1466,xanax,alprazolam,alprazolam,True,True,True
1467,xanax,alprazolam,alprazolam,True,True,True
1468,alpraz,alprazolam,False,False,True,True
1469,alpraz,alprazolam,False,False,True,True
1470,alprazolame,alprazolam,False,False,True,True
1471,ativan,alprazolam,lorazepam,False,False,False
1472,alprazolan,alprazolam,alprazolam,True,True,True
1473,alprazolamum,alprazolam,False,False,True,True
1474,niravam,alprazolam,alprazolam,True,True,True
1475,ativan,alprazolam,lorazepam,False,False,False
1476,xanax,alprazolam,alprazolam,True,True,True
1477,diazepam,alprazolam,diazepam,False,False,False
1478,lorazepam,alprazolam,lorazepam,False,False,False
1479,alpraz,alprazolam,False,False,True,True
1480,alprazolam,alprazolam,alprazolam,True,True,True
1481,xanax,alprazolam,alprazolam,True,True,True
1482,xanor,alprazolam,alprazolam,True,True,True
1483,alpraz,alprazolam,False,False,True,True
1484,alprazolam,alprazolam,alprazolam,True,True,True
1485,xanax,alprazolam,alprazolam,True,True,True
1486,xanax,alprazolam,alprazolam,True,True,True
1487,tranax,alprazolam,filgrastim,False,False,True
1488,xanax,alprazolam,alprazolam,True,True,True
1489,xanax,alprazolam,alprazolam,True,True,True
1490,alprazolam,alprazolam,alprazolam,True,True,True
1491,alpraz,alprazolam,False,False,True,True
1492,xanax,alprazolam,alprazolam,True,True,True
1493,alpraz,alprazolam,False,False,True,True
1494,alprazolam,alprazolam,alprazolam,True,True,True
1495,alpraz,alprazolam,False,False,True,True
1496,alprazolam,alprazolam,alprazolam,True,True,True
1497,alprazolamum,alprazolam,False,False,True,True
1498,tafil,alprazolam,alprazolam,True,True,True
1499,alpraz,alprazolam,False,False,True,True
1500,alp,alprazolam,False,False,False,True
1501,alprazolan,alprazolam,alprazolam,True,True,True
1502,alprazolsm,alprazolam,False,False,True,True
1503,alprazolamum,alprazolam,False,False,True,True
1504,alprazolan,alprazolam,alprazolam,True,True,True
1505,aplrazolam,alprazolam,alprazolam,True,False,True
1506,alprazolan,alprazolam,alprazolam,True,True,True
1507,alprazolan,alprazolam,alprazolam,True,True,True
1508,alprazolamum,alprazolam,False,False,True,True
1509,xanax,alprazolam,alprazolam,True,True,True
1510,xanax,alprazolam,alprazolam,True,True,True
1511,aplrazolam,alprazolam,alprazolam,True,False,True
1512,alpraz,alprazolam,False,False,True,True
1513,alprazolam,alprazolam,alprazolam,True,True,True
1514,alprazolan,alprazolam,alprazolam,True,True,True
1515,alprazolsm,alprazolam,False,False,True,True
1516,alprazolsm,alprazolam,False,False,True,True
1517,alprazolwm,alprazolam,False,False,True,Error
1518,alpraz,alprazolam,False,False,True,True
1519,alprazolam,alprazolam,alprazolam,True,True,True
1520,alprazolamum,alprazolam,False,False,True,True
1521,alprazolans,alprazolam,False,False,True,True
1522,alpraz,alprazolam,False,False,True,True
1523,alprazolam,alprazolam,alprazolam,True,True,True
1524,xanor,alprazolam,alprazolam,True,True,True
1525,zanax,alprazolam,alprazolam,True,True,True
1526,ativan,alprazolam,lorazepam,False,False,False
1527,xanax,alprazolam,alprazolam,True,True,True
1528,xanax,alprazolam,alprazolam,True,True,True
1529,alpraz,alprazolam,False,False,True,True
1530,alpraz,alprazolam,False,False,True,True
1531,xanax,alprazolam,alprazolam,True,True,True
1532,xanax,alprazolam,alprazolam,True,True,True
1533,xanax,alprazolam,alprazolam,True,True,True
1534,zanapam,alprazolam,False,False,True,True
1535,alpraz,alprazolam,False,False,True,True
1536,alp,alprazolam,False,False,False,True
1537,ativan,alprazolam,lorazepam,False,False,False
1538,xanor,alprazolam,alprazolam,True,True,True
1539,alpraz,alprazolam,False,False,True,True
1540,xanax,alprazolam,alprazolam,True,True,True
1541,alpraz,alprazolam,False,False,True,True
1542,alprazolam,alprazolam,alprazolam,True,True,True
1543,xanax,alprazolam,alprazolam,True,True,True
1544,ativan,alprazolam,lorazepam,False,False,False
1545,klonopin,alprazolam,clonazepam,False,True,False
1546,xanor,alprazolam,alprazolam,True,True,True
1547,ativan,alprazolam,lorazepam,False,False,False
1548,xanax_bars,alprazolam,False,True,True,True
1549,xanax_pills,alprazolam,False,True,True,False
1550,alpraz,alprazolam,False,False,True,True
1551,alprazolam,alprazolam,alprazolam,True,True,True
1552,xanax,alprazolam,alprazolam,True,True,True
1553,alprazol,alprazolam,False,False,True,True
1554,xanax,alprazolam,alprazolam,True,True,True
1555,ativan,alprazolam,lorazepam,False,False,False
1556,xanax,alprazolam,alprazolam,True,True,True
1557,alpraz,alprazolam,False,False,True,True
1558,alpraz,alprazolam,False,False,True,True
1559,alprazolam,alprazolam,alprazolam,True,True,True
1560,xanax,alprazolam,alprazolam,True,True,True
1561,ativan,alprazolam,lorazepam,False,False,False
1562,alprazolamum,alprazolam,False,False,True,True
1563,alprazolan,alprazolam,alprazolam,True,True,True
1564,alprazolom,alprazolam,alprazolam,True,True,True
1565,alprazolamum,alprazolam,False,False,True,True
1566,alprazolans,alprazolam,False,False,True,True
1567,xanax,alprazolam,alprazolam,True,True,True
1568,azanol,alprazolam,False,False,False,False
1569,alpraz,alprazolam,False,False,True,True
1570,aplrazolam,alprazolam,alprazolam,True,False,True
1571,xanax,alprazolam,alprazolam,True,True,True
1572,xanor,alprazolam,alprazolam,True,True,True
1573,zanapam,alprazolam,False,False,True,True
1574,aplrazolam,alprazolam,alprazolam,True,False,True
1575,xanax,alprazolam,alprazolam,True,True,True
1576,xanax,alprazolam,alprazolam,True,True,True
1577,alpraz,alprazolam,False,False,True,True
1578,valium,alprazolam,diazepam,False,False,False
1579,ativan,alprazolam,lorazepam,False,False,False
1580,xanor,alprazolam,alprazolam,True,True,True
1581,alpraz,alprazolam,False,False,True,True
1582,bars,alprazolam,False,False,False,True
1583,yellow,alprazolam,orange,False,False,False
1584,alpraz,alprazolam,False,False,True,True
1585,alprazolam,alprazolam,alprazolam,True,True,True
1586,xanax,alprazolam,alprazolam,True,True,True
1587,xanax,alprazolam,alprazolam,True,True,True
1588,xanax,alprazolam,alprazolam,True,True,True
1589,xanor,alprazolam,alprazolam,True,True,True
1590,alprazolame,alprazolam,False,False,True,True
1591,alprazolamum,alprazolam,False,False,True,True
1592,azanz,alprazolam,False,False,False,False
1593,xanax,alprazolam,alprazolam,True,True,True
1594,alprazolamum,alprazolam,False,False,True,True
1595,ativan,alprazolam,lorazepam,False,False,False
1596,klonopin,alprazolam,clonazepam,False,True,False
1597,bars,alprazolam,False,False,False,True
1598,xanax,alprazolam,alprazolam,True,True,True
1599,alpraz,alprazolam,False,False,True,True
1600,alprazolam,alprazolam,alprazolam,True,True,True
1601,xanax,alprazolam,alprazolam,True,True,True
1602,aplrazolam,alprazolam,alprazolam,True,False,True
1603,zoloft,alprazolam,sertraline,False,False,False
1604,alpraz,alprazolam,False,False,True,True
1605,alprazolam,alprazolam,alprazolam,True,True,True
1606,alpraz,alprazolam,False,False,True,True
1607,xanor,alprazolam,alprazolam,True,True,True
1608,alprazolam,alprazolam,alprazolam,True,True,True
1609,alpraz,alprazolam,False,False,True,True
1610,alprazolam,alprazolam,alprazolam,True,True,True
1611,xanax,alprazolam,alprazolam,True,True,True
1612,alprazolam,alprazolam,alprazolam,True,True,True
1613,ativan,alprazolam,lorazepam,False,False,False
1614,aplrazolam,alprazolam,alprazolam,True,False,True
