,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
1189,alprazolamne,alprazolam,False,False,True,True
1190,alprazolan,alprazolam,alprazolam,True,True,True
1191,alprazolane,alprazolam,False,False,True,True
1192,zanapam,alprazolam,False,False,True,True
1193,alpraz,alprazolam,False,False,True,True
1194,ativan,alprazolam,lorazepam,False,False,False
1195,alphaxan,alprazolam,False,False,False,False
1196,zanex,alprazolam,False,False,False,True
1197,z_bars,alprazolam,False,False,False,True
1198,blue_footballs,alprazolam,False,False,True,True
1199,school_buses,alprazolam,False,False,False,True
1200,ativan,alprazolam,lorazepam,False,False,False
1201,zanex,alprazolam,False,False,False,True
1202,zanex,alprazolam,False,False,False,True
1203,xanazolam,alprazolam,False,False,False,False
1204,alpram,alprazolam,False,False,True,True
1205,alprozalam,alprazolam,alprazolam,True,True,True
1206,alprazolan,alprazolam,alprazolam,True,True,True
1207,ativan,alprazolam,lorazepam,False,False,False
1208,xanax,alprazolam,alprazolam,True,True,True
1209,xanax,alprazolam,alprazolam,True,True,True
1210,zolax,alprazolam,False,False,False,False
1211,alprazolan,alprazolam,alprazolam,True,True,True
1212,alprazolamum,alprazolam,False,False,True,True
1213,xanax,alprazolam,alprazolam,True,True,True
1214,z-bars,alprazolam,False,False,True,True
1215,alprazolam,alprazolam,alprazolam,True,True,True
1216,alprazolamum,alprazolam,False,False,True,True
1217,alprazolan,alprazolam,alprazolam,True,True,True
1218,alprazolane,alprazolam,False,False,True,True
1219,alprazolans,alprazolam,False,False,True,True
1220,alprazolum,alprazolam,False,False,True,True
1221,zoloft,alprazolam,sertraline,False,False,False
1222,ativan,alprazolam,lorazepam,False,False,False
1223,zoloft,alprazolam,sertraline,False,False,False
1224,prozac,alprazolam,fluoxetine,False,False,False
1225,paxil,alprazolam,paroxetine,False,False,False
1226,lexapro,alprazolam,escitalopram,False,False,False
1227,valium,alprazolam,diazepam,False,False,False
1228,ativan,alprazolam,lorazepam,False,False,False
1229,alprazolom,alprazolam,alprazolam,True,True,True
1230,zanex,alprazolam,False,False,False,True
1231,nerax,alprazolam,False,False,False,False
1232,xanax,alprazolam,alprazolam,True,True,True
1233,zolam,alprazolam,False,False,True,True
1234,zax,alprazolam,False,False,False,False
1235,alprazosin,alprazolam,False,False,False,False
1236,zoloft,alprazolam,sertraline,False,False,False
1237,prozac,alprazolam,fluoxetine,False,False,False
1238,paxil,alprazolam,paroxetine,False,False,False
1239,lexapro,alprazolam,escitalopram,False,False,False
1240,celexa,alprazolam,citalopram,False,False,False
1241,effexor,alprazolam,venlafaxine,False,False,False
1242,wellbutrin,alprazolam,bupropion,False,False,False
1243,zanax,alprazolam,alprazolam,True,True,True
1244,zoloft,alprazolam,sertraline,False,False,False
1245,prozac,alprazolam,fluoxetine,False,False,False
1246,lexapro,alprazolam,escitalopram,False,False,False
1247,paxil,alprazolam,paroxetine,False,False,False
1248,klonopin,alprazolam,clonazepam,False,True,False
1249,ativan,alprazolam,lorazepam,False,False,False
1250,valium,alprazolam,diazepam,False,False,False
1251,alprazlam,alprazolam,False,False,True,True
1252,alprazolan,alprazolam,alprazolam,True,True,True
1253,alprazolum,alprazolam,False,False,True,True
1254,alp,alprazolam,False,False,False,True
1255,azolam,alprazolam,acetazolamide,False,True,True
1256,alpraz,alprazolam,False,False,True,True
1257,alprazolan,alprazolam,alprazolam,True,True,True
1258,alprazolane,alprazolam,False,False,True,True
1259,xanax,alprazolam,alprazolam,True,True,True
1260,xanor,alprazolam,alprazolam,True,True,True
1261,zolam,alprazolam,False,False,True,True
1262,alzolam,alprazolam,False,False,True,True
1263,alprolix,alprazolam,eftrenonacog_alfa,False,False,False
1264,alpronax,alprazolam,False,False,True,True
1265,calmax,alprazolam,verapamil,False,False,False
1266,alpraz,alprazolam,False,False,True,True
1267,alzolam,alprazolam,False,False,True,True
1268,ativan,alprazolam,lorazepam,False,False,False
1269,restoril,alprazolam,temazepam,False,False,False
1270,tranxene,alprazolam,clorazepate,False,False,False
1271,librium,alprazolam,chlordiazepoxide,False,False,False
1272,valium,alprazolam,diazepam,False,False,False
1273,xanax,alprazolam,alprazolam,True,True,True
1274,alpraz,alprazolam,False,False,True,True
1275,xanax,alprazolam,alprazolam,True,True,True
1276,alprasolam,alprazolam,False,False,False,True
1277,alprazlam,alprazolam,False,False,True,True
1278,ativan,alprazolam,lorazepam,False,False,False
1279,alprazolan,alprazolam,alprazolam,True,True,True
1280,alprazolom,alprazolam,alprazolam,True,True,True
1281,serest,alprazolam,False,False,False,False
1282,tranxene,alprazolam,clorazepate,False,False,False
1283,xanor,alprazolam,alprazolam,True,True,True
1284,zapax,alprazolam,False,False,False,False
1285,alprazolan,alprazolam,alprazolam,True,True,True
1286,alprazolamum,alprazolam,False,False,True,True
1287,ativan,alprazolam,lorazepam,False,False,False
1288,xanax,alprazolam,alprazolam,True,True,True
1289,xanor,alprazolam,alprazolam,True,True,True
1290,niravam,alprazolam,alprazolam,True,True,True
1291,ativan,alprazolam,lorazepam,False,False,False
1292,azolam,alprazolam,acetazolamide,False,True,True
1293,calmpose,alprazolam,False,False,False,False
1294,dalmane,alprazolam,flurazepam,False,False,False
1295,eszopiclone,alprazolam,eszopiclone,False,False,False
1296,flumazenil,alprazolam,flumazenil,False,False,False
1297,halcion,alprazolam,triazolam,False,False,False
1298,iprazochlor,alprazolam,False,False,Error,Error
1299,alprazalam,alprazolam,alprazolam,True,True,True
1300,alprazolom,alprazolam,alprazolam,True,True,True
1301,zanax,alprazolam,alprazolam,True,True,True
1302,alpraz,alprazolam,False,False,True,True
1303,prazosin,alprazolam,prazosin,False,False,False
1304,alprazalam,alprazolam,alprazolam,True,True,True
1305,alprazolan,alprazolam,alprazolam,True,True,True
1306,alprazolane,alprazolam,False,False,True,True
1307,alprazolanes,alprazolam,False,False,True,True
1308,aplrazolam,alprazolam,alprazolam,True,False,True
1309,xanax,alprazolam,alprazolam,True,True,True
1310,zanax,alprazolam,alprazolam,True,True,True
1311,z-bars,alprazolam,False,False,True,True
1312,yellow_xanax_bars,alprazolam,False,True,True,True
1313,school_buses,alprazolam,False,False,False,True
1314,white_bars,alprazolam,False,False,False,True
1315,xanor,alprazolam,alprazolam,True,True,True
1316,alprazolamum,alprazolam,False,False,True,True
1317,zanapam,alprazolam,False,False,True,True
1318,alpraz,alprazolam,False,False,True,True
1319,alprazolan,alprazolam,alprazolam,True,True,True
1320,alprazolane,alprazolam,False,False,True,True
1321,zanax,alprazolam,alprazolam,True,True,True
1322,azapiram,alprazolam,False,False,False,False
1323,alprazolan,alprazolam,alprazolam,True,True,True
1324,alprazolama,alprazolam,False,False,True,True
1325,alprazolami,alprazolam,False,False,True,True
1326,alprazolamu,alprazolam,False,False,True,True
1327,zoloft,alprazolam,sertraline,False,False,False
1328,paxil,alprazolam,paroxetine,False,False,False
1329,prozac,alprazolam,fluoxetine,False,False,False
1330,lexapro,alprazolam,escitalopram,False,False,False
1331,Celexa,alprazolam,citalopram,False,False,False
1332,lorazepam,alprazolam,lorazepam,False,False,False
1333,Ativan,alprazolam,lorazepam,False,False,False
1334,alprazadol,alprazolam,False,False,Error,Error
1335,azolam,alprazolam,acetazolamide,False,True,True
1336,zolam,alprazolam,False,False,True,True
1337,zoloft,alprazolam,sertraline,False,False,False
1338,paxil,alprazolam,paroxetine,False,False,False
1339,prozac,alprazolam,fluoxetine,False,False,False
1340,valium,alprazolam,diazepam,False,False,False
1341,ativan,alprazolam,lorazepam,False,False,False
1342,klonopin,alprazolam,clonazepam,False,True,False
1343,alprazom,alprazolam,False,False,True,True
1344,alprasolam,alprazolam,False,False,False,True
1345,zoloft,alprazolam,sertraline,False,False,False
1346,aplrazolam,alprazolam,alprazolam,True,False,True
1347,zanex,alprazolam,False,False,False,True
1348,xanor,alprazolam,alprazolam,True,True,True
1349,ativan,alprazolam,lorazepam,False,False,False
1350,xanor,alprazolam,alprazolam,True,True,True
1351,zanex,alprazolam,False,False,False,True
1352,ativan,alprazolam,lorazepam,False,False,False
1353,klonopin,alprazolam,clonazepam,False,True,False
1354,valium,alprazolam,diazepam,False,False,False
1355,xanax,alprazolam,alprazolam,True,True,True
1356,ativan,alprazolam,lorazepam,False,False,False
1357,alzolam,alprazolam,False,False,True,True
1358,alpram,alprazolam,False,False,True,True
1359,alprolazam,alprazolam,False,False,True,True
1360,alpronazolam,alprazolam,False,False,Error,Error
1361,ativan,alprazolam,lorazepam,False,False,False
1362,tranax,alprazolam,filgrastim,False,False,True
1363,xanax,alprazolam,alprazolam,True,True,True
1364,ativan,alprazolam,lorazepam,False,False,False
1365,zopax,alprazolam,False,False,True,True
1366,alprazolamo,alprazolam,False,False,True,True
1367,alprazolamum,alprazolam,False,False,True,True
1368,xanax,alprazolam,alprazolam,True,True,True
1369,zolam,alprazolam,False,False,True,True
1370,trankimazin,alprazolam,False,False,True,True
1371,nexazolam,alprazolam,False,False,False,False
1372,ativan,alprazolam,lorazepam,False,False,False
1373,zoloft,alprazolam,sertraline,False,False,False
1374,xanor,alprazolam,alprazolam,True,True,True
1375,ativan,alprazolam,lorazepam,False,False,False
1376,klonopin,alprazolam,clonazepam,False,True,False
1377,valium,alprazolam,diazepam,False,False,False
1378,halcion,alprazolam,triazolam,False,False,False
1379,zanax,alprazolam,alprazolam,True,True,True
1380,ativan,alprazolam,lorazepam,False,False,False
1381,klonopin,alprazolam,clonazepam,False,True,False
1382,valium,alprazolam,diazepam,False,False,False
1383,lorazepam,alprazolam,lorazepam,False,False,False
1384,clonazepam,alprazolam,clonazepam,False,False,False
1385,xanex,alprazolam,alprazolam,True,False,True
1386,xanix,alprazolam,False,False,False,True
1387,alprazolom,alprazolam,alprazolam,True,True,True
1388,alprazolamb,alprazolam,False,False,True,True
1389,alprazolanz,alprazolam,False,False,Error,Error
1390,alprazolad,alprazolam,False,False,True,True
1391,alprazolay,alprazolam,False,False,False,False
1392,alprazom,alprazolam,False,False,True,True
1393,alprazl,alprazolam,False,False,True,False
1394,white_bars,alprazolam,False,False,False,True
1395,xanax,alprazolam,alprazolam,True,True,True
1396,xanax,alprazolam,alprazolam,True,True,True
1397,alprazolan,alprazolam,alprazolam,True,True,True
1398,alprazolams,alprazolam,alprazolam,True,True,True
1399,xanax,alprazolam,alprazolam,True,True,True
1400,zanex,alprazolam,False,False,False,True
1401,alprazolams,alprazolam,alprazolam,True,True,True
1402,zanax,alprazolam,alprazolam,True,True,True
1403,white_bars,alprazolam,False,False,False,True
1404,blue_footballs,alprazolam,False,False,True,True
1405,yellow_school_buses,alprazolam,False,False,False,False
1406,zanapam,alprazolam,False,False,True,True
1407,alpam,alprazolam,False,False,False,False
1408,alprazolan,alprazolam,alprazolam,True,True,True
1409,alprazolamo,alprazolam,False,False,True,True
1410,alprazolmi,alprazolam,False,False,Error,Error
1411,aprozolam,alprazolam,alprazolam,True,True,True
1412,xanax,alprazolam,alprazolam,True,True,True
1413,alprazolam,alprazolam,alprazolam,True,True,True
1414,xanax,alprazolam,alprazolam,True,True,True
1415,aplrazolam,alprazolam,alprazolam,True,False,True
1416,ativan,alprazolam,lorazepam,False,False,False
1417,klonopin,alprazolam,clonazepam,False,True,False
1418,valium,alprazolam,diazepam,False,False,False
1419,lorazepam,alprazolam,lorazepam,False,False,False
1420,zoloft,alprazolam,sertraline,False,False,False
1421,prozac,alprazolam,fluoxetine,False,False,False
1422,ativan,alprazolam,lorazepam,False,False,False
1423,klonopin,alprazolam,clonazepam,False,True,False
1424,valium,alprazolam,diazepam,False,False,False
1425,lorazepam,alprazolam,lorazepam,False,False,False
1426,alprazolan,alprazolam,alprazolam,True,True,True
1427,alprazolamum,alprazolam,False,False,True,True
1428,zanex,alprazolam,False,False,False,True
1429,xanax,alprazolam,alprazolam,True,True,True
1430,zanex,alprazolam,False,False,False,True
1431,aripiprazole,alprazolam,aripiprazole,False,False,False
1432,tranxene,alprazolam,clorazepate,False,False,False
1433,librium,alprazolam,chlordiazepoxide,False,False,False
1434,valium,alprazolam,diazepam,False,False,False
1435,ativan,alprazolam,lorazepam,False,False,False
1436,serax,alprazolam,oxazepam,False,False,False
1437,buspar,alprazolam,buspirone,False,False,False
1438,klonopin,alprazolam,clonazepam,False,True,False
1439,alprazoram,alprazolam,False,False,True,True
1440,alpazolam,alprazolam,alprazolam,True,True,True
1441,alprazalam,alprazolam,alprazolam,True,True,True
1442,xanax,alprazolam,alprazolam,True,True,True
1443,alprazlam,alprazolam,False,False,True,True
1444,alprazolan,alprazolam,alprazolam,True,True,True
1445,alprazolom,alprazolam,alprazolam,True,True,True
1446,ativan,alprazolam,lorazepam,False,False,False
1447,zanex,alprazolam,False,False,False,True
1448,aplrazolam,alprazolam,alprazolam,True,False,True
1449,azepam,alprazolam,oxazepam,False,False,False
1450,lorazepam,alprazolam,lorazepam,False,False,False
1451,diazepam,alprazolam,diazepam,False,False,False
1452,clonazepam,alprazolam,clonazepam,False,False,False
1453,zolpidem,alprazolam,zolpidem,False,False,False
1454,ativan,alprazolam,lorazepam,False,False,False
1455,valium,alprazolam,diazepam,False,False,False
1456,xanor,alprazolam,alprazolam,True,True,True
1457,iprazolam,alprazolam,False,False,True,True
1458,oprazolam,alprazolam,False,False,True,False
1459,lorazepam,alprazolam,lorazepam,False,False,False
1460,zanapam,alprazolam,False,False,True,True
1461,ativan,alprazolam,lorazepam,False,False,False
1462,xanax,alprazolam,alprazolam,True,True,True
1463,alprazolan,alprazolam,alprazolam,True,True,True
1464,alprazolame,alprazolam,False,False,True,True
1465,alprazolami,alprazolam,False,False,True,True
1466,alprazolamo,alprazolam,False,False,True,True
1467,alprazolans,alprazolam,False,False,True,True
1468,alprazolamu,alprazolam,False,False,True,True
1469,xanor,alprazolam,alprazolam,True,True,True
1470,alpraz,alprazolam,False,False,True,True
1471,ativan,alprazolam,lorazepam,False,False,False
1472,xanax,alprazolam,alprazolam,True,True,True
1473,ativan,alprazolam,lorazepam,False,False,False
1474,ativan,alprazolam,lorazepam,False,False,False
1475,xanies,alprazolam,False,False,True,True
1476,alprazolan,alprazolam,alprazolam,True,True,True
1477,alprazolame,alprazolam,False,False,True,True
1478,ativan,alprazolam,lorazepam,False,False,False
1479,alprazolah,alprazolam,False,False,True,True
1480,alprazolum,alprazolam,False,False,True,True
1481,ativan,alprazolam,lorazepam,False,False,False
1482,klonopin,alprazolam,clonazepam,False,True,False
1483,valium,alprazolam,diazepam,False,False,False
1484,librium,alprazolam,chlordiazepoxide,False,False,False
1485,xanax,alprazolam,alprazolam,True,True,True
1486,zoloft,alprazolam,sertraline,False,False,False
1487,paxil,alprazolam,paroxetine,False,False,False
1488,xanax,alprazolam,alprazolam,True,True,True
1489,ativan,alprazolam,lorazepam,False,False,False
1490,zanex,alprazolam,False,False,False,True
1491,ativan,alprazolam,lorazepam,False,False,False
1492,alp,alprazolam,False,False,False,True
1493,azop,alprazolam,False,False,False,False
1494,alop,alprazolam,False,False,False,False
1495,aloz,alprazolam,False,False,False,False
1496,azip,alprazolam,False,False,False,False
1497,zap,alprazolam,False,False,Error,False
1498,alprazoram,alprazolam,False,False,True,True
1499,alprazolan,alprazolam,alprazolam,True,True,True
1500,alprazolom,alprazolam,alprazolam,True,True,True
1501,xanax,alprazolam,alprazolam,True,True,True
1502,alazolam,alprazolam,False,False,True,True
1503,alazepam,alprazolam,False,False,True,True
1504,alprazalam,alprazolam,alprazolam,True,True,True
1505,alprazolamum,alprazolam,False,False,True,True
1506,alprazomum,alprazolam,False,False,Error,True
1507,alprazolams,alprazolam,alprazolam,True,True,True
1508,serenol,alprazolam,False,False,False,False
1509,tranqil,alprazolam,False,False,False,False
1510,xanor,alprazolam,alprazolam,True,True,True
1511,arazolam,alprazolam,False,False,True,True
1512,arprazolam,alprazolam,False,False,True,True
1513,xanax,alprazolam,alprazolam,True,True,True
1514,zopax,alprazolam,False,False,True,True
1515,ativan,alprazolam,lorazepam,False,False,False
1516,alp,alprazolam,False,False,False,True
1517,azolam,alprazolam,acetazolamide,False,True,True
1518,aza,alprazolam,False,False,False,False
1519,zanex,alprazolam,False,False,False,True
1520,aplrazolam,alprazolam,alprazolam,True,False,True
1521,xanax,alprazolam,alprazolam,True,True,True
1522,zolofts,alprazolam,sertraline,False,False,False
1523,ativan,alprazolam,lorazepam,False,False,False
1524,white_bars,alprazolam,False,False,False,True
1525,yellow_xanax,alprazolam,False,True,True,True
1526,alprazolan,alprazolam,alprazolam,True,True,True
1527,alprazolum,alprazolam,False,False,True,True
1528,zolpidem,alprazolam,zolpidem,False,False,False
1529,alprazolan,alprazolam,alprazolam,True,True,True
1530,alprazolom,alprazolam,alprazolam,True,True,True
1531,alprolols,alprazolam,False,False,True,True
1532,alprazorams,alprazolam,False,False,Error,True
1533,arazolam,alprazolam,False,False,True,True
1534,alprazolan,alprazolam,alprazolam,True,True,True
1535,alpraz,alprazolam,False,False,True,True
1536,alzolam,alprazolam,False,False,True,True
1537,zoloft,alprazolam,sertraline,False,False,False
1538,prazolam,alprazolam,alprazolam,True,True,True
1539,a-pam,alprazolam,False,False,False,False
1540,azolam,alprazolam,acetazolamide,False,True,True
1541,alpraz,alprazolam,False,False,True,True
1542,alprazolame,alprazolam,False,False,True,True
1543,alprzolam,alprazolam,alprazolam,True,True,True
1544,alprazloam,alprazolam,False,False,True,True
1545,ativan,alprazolam,lorazepam,False,False,False
1546,alpraz,alprazolam,False,False,True,True
1547,alprax,alprazolam,alprazolam,False,True,True
1548,ativan,alprazolam,lorazepam,False,False,False
1549,klonopin,alprazolam,clonazepam,False,True,False
1550,valium,alprazolam,diazepam,False,False,False
1551,librium,alprazolam,chlordiazepoxide,False,False,False
1552,serax,alprazolam,oxazepam,False,False,False
1553,zanex,alprazolam,False,False,False,True
1554,bars,alprazolam,False,False,False,True
1555,white_boys,alprazolam,False,False,False,False
1556,alprozalam,alprazolam,alprazolam,True,True,True
1557,alpraz,alprazolam,False,False,True,True
1558,azolam,alprazolam,acetazolamide,False,True,True
1559,zolam,alprazolam,False,False,True,True
1560,azolam,alprazolam,acetazolamide,False,True,True
1561,zolam,alprazolam,False,False,True,True
1562,alprazolom,alprazolam,alprazolam,True,True,True
1563,alprazolame,alprazolam,False,False,True,True
1564,alprazolamu,alprazolam,False,False,True,True
1565,zanex,alprazolam,False,False,False,True
1566,xanax,alprazolam,alprazolam,True,True,True
1567,zoloft,alprazolam,sertraline,False,False,False
1568,zanex,alprazolam,False,False,False,True
1569,xanax,alprazolam,alprazolam,True,True,True
1570,alfrazolam,alprazolam,False,False,True,True
1571,alpranolam,alprazolam,False,False,True,True
1572,alpramol,alprazolam,False,False,False,False
1573,alprazolan,alprazolam,alprazolam,True,True,True
1574,alprazolima,alprazolam,False,False,Error,Error
1575,alprazolom,alprazolam,alprazolam,True,True,True
1576,alprozalam,alprazolam,alprazolam,True,True,True
1577,zanex,alprazolam,False,False,False,True
1578,azolam,alprazolam,acetazolamide,False,True,True
1579,zoloft,alprazolam,sertraline,False,False,False
1580,ativan,alprazolam,lorazepam,False,False,False
1581,iprazolam,alprazolam,False,False,True,True
1582,prazolan,alprazolam,False,False,False,True
1583,alpraz,alprazolam,False,False,True,True
1584,alprax,alprazolam,alprazolam,False,True,True
1585,alazolam,alprazolam,False,False,True,True
1586,alpraz,alprazolam,False,False,True,True
1587,zanex,alprazolam,False,False,False,True
1588,azor,alprazolam,olmesartan,False,False,False
1589,zopax,alprazolam,False,False,True,True
1590,xanor,alprazolam,alprazolam,True,True,True
1591,zoloft,alprazolam,sertraline,False,False,False
1592,ativan,alprazolam,lorazepam,False,False,False
1593,a-pra-zolem,alprazolam,False,False,True,True
1594,alpraz,alprazolam,False,False,True,True
1595,zanax,alprazolam,alprazolam,True,True,True
1596,prozac,alprazolam,fluoxetine,False,False,False
1597,paxil,alprazolam,paroxetine,False,False,False
1598,zoloft,alprazolam,sertraline,False,False,False
1599,lexapro,alprazolam,escitalopram,False,False,False
1600,celexa,alprazolam,citalopram,False,False,False
1601,effexor,alprazolam,venlafaxine,False,False,False
1602,wellbutrin,alprazolam,bupropion,False,False,False
1603,alprazalam,alprazolam,alprazolam,True,True,True
1604,alprazalam,alprazolam,alprazolam,True,True,True
1605,alprazolom,alprazolam,alprazolam,True,True,True
1606,alprazolsm,alprazolam,False,False,True,True
1607,alprazoltam,alprazolam,False,False,True,True
1608,alprazolyam,alprazolam,False,False,Error,Error
1609,alprazlam,alprazolam,False,False,True,True
1610,alprazolan,alprazolam,alprazolam,True,True,True
1611,alprazolum,alprazolam,False,False,True,True
1612,zanx,alprazolam,False,False,False,True
1613,xanax,alprazolam,alprazolam,True,True,True
1614,xanor,alprazolam,alprazolam,True,True,True
1615,alpraz,alprazolam,False,False,True,True
1616,xanax,alprazolam,alprazolam,True,True,True
1617,xanor,alprazolam,alprazolam,True,True,True
1618,frontin,alprazolam,False,False,False,True
1619,neupax,alprazolam,False,False,True,True
1620,iproxol,alprazolam,False,False,False,Error
1621,bars,alprazolam,False,False,False,True
1622,xanex,alprazolam,alprazolam,True,False,True
1623,zanies,alprazolam,False,False,False,True
1624,pfizer_2,alprazolam,False,False,False,False
1625,blue_footballs,alprazolam,False,False,True,True
1626,planks,alprazolam,False,False,False,True
1627,school_buses,alprazolam,False,False,False,True
1628,zanax,alprazolam,alprazolam,True,True,True
1629,alprazolan,alprazolam,alprazolam,True,True,True
1630,alprazolamum,alprazolam,False,False,True,True
1631,xanzx,alprazolam,False,False,False,True
1632,xarax,alprazolam,False,False,False,True
1633,xarix,alprazolam,False,False,False,False
1634,xanix,alprazolam,False,False,False,True
1635,xannix,alprazolam,False,False,False,True
1636,xanax,alprazolam,alprazolam,True,True,True
1637,bars,alprazolam,False,False,False,True
1638,xanax,alprazolam,alprazolam,True,True,True
1639,xanax,alprazolam,alprazolam,True,True,True
1640,zolpanax,alprazolam,False,False,Error,Error
1641,ativan,alprazolam,lorazepam,False,False,False
1642,xanor,alprazolam,alprazolam,True,True,True
1643,zanapam,alprazolam,False,False,True,True
1644,alpram,alprazolam,False,False,True,True
1645,alprolazam,alprazolam,False,False,True,True
1646,ativan,alprazolam,lorazepam,False,False,False
1647,serenit,alprazolam,False,False,False,False
1648,xanax,alprazolam,alprazolam,True,True,True
1649,zanies,alprazolam,False,False,False,True
1650,alpines,alprazolam,False,False,False,False
1651,serenit,alprazolam,False,False,False,False
1652,tranquizine,alprazolam,False,False,False,False
1653,xanor,alprazolam,alprazolam,True,True,True
1654,asendis,alprazolam,False,False,False,False
1655,zoloft,alprazolam,sertraline,False,False,False
1656,buspar,alprazolam,buspirone,False,False,False
1657,effexor,alprazolam,venlafaxine,False,False,False
1658,alpraz,alprazolam,False,False,True,True
1659,alp,alprazolam,False,False,False,True
1660,zanapam,alprazolam,False,False,True,True
1661,zoloft,alprazolam,sertraline,False,False,False
1662,ativan,alprazolam,lorazepam,False,False,False
1663,ativan,alprazolam,lorazepam,False,False,False
1664,ativan,alprazolam,lorazepam,False,False,False
1665,klonopin,alprazolam,clonazepam,False,True,False
1666,valium,alprazolam,diazepam,False,False,False
1667,xanax,alprazolam,alprazolam,True,True,True
1668,azelastine,alprazolam,azelastine,False,False,False
1669,atenolol,alprazolam,atenolol,False,False,False
1670,clonazepam,alprazolam,clonazepam,False,False,False
1671,diazepam,alprazolam,diazepam,False,False,False
1672,lorazepam,alprazolam,lorazepam,False,False,False
1673,alpraz,alprazolam,False,False,True,True
1674,zanex,alprazolam,False,False,False,True
1675,a-pra-z0-lam,alprazolam,False,False,True,True
1676,alpraz,alprazolam,False,False,True,True
1677,alprazolan,alprazolam,alprazolam,True,True,True
1678,azolam,alprazolam,acetazolamide,False,True,True
1679,zopax,alprazolam,False,False,True,True
1680,zoloft,alprazolam,sertraline,False,False,False
1681,ativan,alprazolam,lorazepam,False,False,False
1682,klonopin,alprazolam,clonazepam,False,True,False
1683,valium,alprazolam,diazepam,False,False,False
1684,xanax,alprazolam,alprazolam,True,True,True
1685,alpram,alprazolam,False,False,True,True
1686,alprol,alprazolam,False,False,Error,True
1687,ativan,alprazolam,lorazepam,False,False,False
1688,azopan,alprazolam,False,False,False,False
1689,calmpose,alprazolam,False,False,False,False
1690,dalmane,alprazolam,flurazepam,False,False,False
1691,estazolam,alprazolam,estazolam,False,False,False
1692,flurazepam,alprazolam,flurazepam,False,False,False
1693,halcion,alprazolam,triazolam,False,False,False
1694,klonopin,alprazolam,clonazepam,False,True,False
1695,librium,alprazolam,chlordiazepoxide,False,False,False
1696,lorazepam,alprazolam,lorazepam,False,False,False
1697,meclonazepam,alprazolam,clonazepam,False,False,False
1698,midazolam,alprazolam,midazolam,False,False,False
1699,niravam,alprazolam,alprazolam,True,True,True
1700,nitrazepam,alprazolam,nitrazepam,False,False,False
1701,oxazepam,alprazolam,oxazepam,False,False,False
1702,prazepam,alprazolam,prazepam,False,False,True
1703,quazepam,alprazolam,quazepam,False,False,False
1704,restoril_,alprazolam,False,False,False,False
1705,serepax_,alprazolam,False,False,False,False
1706,serax_,alprazolam,False,False,False,False
1707,tranxene_,alprazolam,False,False,False,False
1708,triazolam_,alprazolam,False,False,False,True
1709,valium_,alprazolam,False,False,False,False
1710,xanax,alprazolam,alprazolam,True,True,True
1711,xanax,alprazolam,alprazolam,True,True,True
1712,zoloft,alprazolam,sertraline,False,False,False
1713,xanax,alprazolam,alprazolam,True,True,True
1714,xanax,alprazolam,alprazolam,True,True,True
1715,prazolan,alprazolam,False,False,False,True
1716,xanax,alprazolam,alprazolam,True,True,True
1717,ativan,alprazolam,lorazepam,False,False,False
1718,xanax,alprazolam,alprazolam,True,True,True
1719,zanax,alprazolam,alprazolam,True,True,True
1720,alprazolam,alprazolam,alprazolam,True,True,True
1721,alprazolam,alprazolam,alprazolam,True,True,True
1722,xanax,alprazolam,alprazolam,True,True,True
1723,zanax,alprazolam,alprazolam,True,True,True
1724,xanax,alprazolam,alprazolam,True,True,True
1725,zoloft,alprazolam,sertraline,False,False,False
1726,ativan,alprazolam,lorazepam,False,False,False
1727,klonopin,alprazolam,clonazepam,False,True,False
1728,valium,alprazolam,diazepam,False,False,False
1729,xanax,alprazolam,alprazolam,True,True,True
1730,zanapam,alprazolam,False,False,True,True
1731,ativan,alprazolam,lorazepam,False,False,False
1732,alprazolan,alprazolam,alprazolam,True,True,True
1733,xanax,alprazolam,alprazolam,True,True,True
1734,alprazolane,alprazolam,False,False,True,True
1735,alprazoles,alprazolam,False,False,True,True
1736,alprazolom,alprazolam,alprazolam,True,True,True
1737,alpraz,alprazolam,False,False,True,True
1738,alprazolom,alprazolam,alprazolam,True,True,True
1739,zanex,alprazolam,False,False,False,True
1740,alpraz,alprazolam,False,False,True,True
1741,alprazolam,alprazolam,alprazolam,True,True,True
1742,zanex,alprazolam,False,False,False,True
1743,zanex,alprazolam,False,False,False,True
1744,ativan,alprazolam,lorazepam,False,False,False
1745,valium,alprazolam,diazepam,False,False,False
1746,librium,alprazolam,chlordiazepoxide,False,False,False
1747,tranxene,alprazolam,clorazepate,False,False,False
1748,versed,alprazolam,midazolam,False,False,False
1749,lorazepam,alprazolam,lorazepam,False,False,False
1750,clonazepam,alprazolam,clonazepam,False,False,False
1751,zolpidem,alprazolam,zolpidem,False,False,False
1752,zanax,alprazolam,alprazolam,True,True,True
1753,alprazolan,alprazolam,alprazolam,True,True,True
1754,alprazolum,alprazolam,False,False,True,True
1755,xanax,alprazolam,alprazolam,True,True,True
1756,alazolam,alprazolam,False,False,True,True
1757,alprazolamum,alprazolam,False,False,True,True
1758,xanor,alprazolam,alprazolam,True,True,True
1759,zoloft,alprazolam,sertraline,False,False,False
1760,xanor,alprazolam,alprazolam,True,True,True
1761,zanapam,alprazolam,False,False,True,True
