,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
1909,diphenhydramine,amphetamine,diphenhydramine,False,False,
1910,ephedrine,amphetamine,ephedrine,False,False,
1911,etamiprid,amphetamine,False,False,False,
1912,etomidate,amphetamine,etomidate,False,False,
1913,ethylamphetamine,amphetamine,methamphetamine,False,True,
1914,fenethylline,amphetamine,fenethylline,False,True,
1915,heptaminol,amphetamine,False,False,False,
1916,hexoprenaline,amphetamine,False,False,False,
1917,isoprenaline,amphetamine,isoprenaline,False,False,
1918,levomethamphetamine,amphetamine,levmetamfetamine,False,True,
1919,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1920,meclofenoxate,amphetamine,False,False,True,
1921,methadone,amphetamine,methadone,False,False,
1922,methamphetamine,amphetamine,methamphetamine,False,False,
1923,methaphenilene,amphetamine,False,False,False,
1924,phenmetrazine,amphetamine,phenmetrazine,False,True,
1925,phentermine,amphetamine,phentermine,False,True,
1926,pipradrol,amphetamine,pipradrol,False,False,
1927,pyrithyldione,amphetamine,False,False,False,
1928,selegiline,amphetamine,selegiline,False,True,
1929,sulfomethylthioethane,amphetamine,False,False,False,
1930,tranylcypromine,amphetamine,tranylcypromine,False,False,
1931,tyramine,amphetamine,tyramine,False,False,
1932,ampehtimenes,amphetamine,False,False,False,
1933,amphetomines,amphetamine,False,False,True,
1934,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1935,euphoria,amphetamine,False,False,False,
1936,meth,amphetamine,methamphetamine,False,False,
1937,uppers,amphetamine,False,False,False,
1938,amphetaminesulfate,amphetamine,amphetamine,True,True,
1939,methamphetamine,amphetamine,methamphetamine,False,False,
1940,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
1941,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1942,dayamin,amphetamine,False,False,False,
1943,ephetonin,amphetamine,False,False,False,
1944,phenedrine,amphetamine,False,False,False,
1945,psychostimulant,amphetamine,False,False,True,
1946,fenamina,amphetamine,False,False,False,
1947,anfetamina,amphetamine,False,False,True,
1948,amp,amphetamine,False,False,False,
1949,stim,amphetamine,False,False,False,
1950,methamphetamines,amphetamine,methamphetamine,False,False,
1951,methamphetamine,amphetamine,methamphetamine,False,False,
1952,meth,amphetamine,methamphetamine,False,False,
1953,crank,amphetamine,False,False,False,
1954,speed,amphetamine,False,False,False,
1955,uppers,amphetamine,False,False,False,
1956,uppers,amphetamine,False,False,False,
1957,speed,amphetamine,False,False,False,
1958,phetamines,amphetamine,False,False,True,
1959,methamphetamines,amphetamine,methamphetamine,False,False,
1960,methamphetamine,amphetamine,methamphetamine,False,False,
1961,ophenmetrazine,amphetamine,False,False,False,
1962,selegiline,amphetamine,selegiline,False,True,
1963,tranylcypromine,amphetamine,tranylcypromine,False,False,
1964,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1965,speed,amphetamine,False,False,False,
1966,uppers,amphetamine,False,False,False,
1967,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1968,diethylproion,amphetamine,False,False,False,
1969,speed,amphetamine,False,False,False,
1970,uppers,amphetamine,False,False,False,
1971,methamphetamines,amphetamine,methamphetamine,False,False,
1972,speed,amphetamine,False,False,False,
1973,amfetamine,amphetamine,amphetamine,True,True,
1974,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1975,methamphetamine,amphetamine,methamphetamine,False,False,
1976,n-methylamphetamine,amphetamine,False,False,True,
1977,phenylalanine,amphetamine,l-phenylalanine,False,False,
1978,phenylalanines,amphetamine,l-phenylalanine,False,False,
1979,tyrosine,amphetamine,d-tyrosine,False,False,
1980,ephedrine,amphetamine,ephedrine,False,False,
1981,amphets,amphetamine,False,False,True,
1982,methamphetamines,amphetamine,methamphetamine,False,False,
1983,aderall,amphetamine,dextroamphetamine,False,True,
1984,ritalin,amphetamine,methylphenidate,False,False,
1985,amfetamine,amphetamine,amphetamine,True,True,
1986,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1987,methamphetamines,amphetamine,methamphetamine,False,False,
1988,amphetimime,amphetamine,False,False,True,
1989,ampetamine,amphetamine,amphetamine,True,True,
1990,dexedrine,amphetamine,dextroamphetamine,False,True,
1991,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1992,dexedrine,amphetamine,dextroamphetamine,False,True,
1993,methamphetamine,amphetamine,methamphetamine,False,False,
1994,methadone,amphetamine,methadone,False,False,
1995,speed,amphetamine,False,False,False,
1996,desoxyn,amphetamine,methamphetamine,False,True,
1997,dexedrine,amphetamine,dextroamphetamine,False,True,
1998,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1999,vyvanse,amphetamine,lisdexamfetamine,False,False,
2000,phenylalanine,amphetamine,l-phenylalanine,False,False,
2001,amphetamines,amphetamine,dextroamphetamine,False,True,
2002,dexamphetamine,amphetamine,dextroamphetamine,False,True,
2003,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2004,amphetimine,amphetamine,amphetamine,True,True,
2005,amphetimin,amphetamine,False,False,True,
2006,amfetamin,amphetamine,amphetamine,True,True,
2007,amphetomine,amphetamine,False,False,True,
2008,amphetaminese,amphetamine,False,False,True,
2009,amfetamines,amphetamine,amphetamine,True,True,
2010,amphetaminesi,amphetamine,False,False,True,
2011,amfetamin,amphetamine,amphetamine,True,True,
2012,ยาอัมเฟต,amphetamine,False,False,False,
2013,amfetamine,amphetamine,amphetamine,True,True,
2014,amfetamines,amphetamine,amphetamine,True,True,
2015,amphetamine_sulfate,amphetamine,amphetamine,True,True,
2016,benzedrine,amphetamine,False,False,True,
2017,dexedrine,amphetamine,dextroamphetamine,False,True,
2018,desoxyn,amphetamine,methamphetamine,False,True,
2019,ethics,amphetamine,False,False,False,
2020,meth,amphetamine,methamphetamine,False,False,
2021,obetrol,amphetamine,False,False,True,
2022,ritalin,amphetamine,methylphenidate,False,False,
2023,vyvanse,amphetamine,lisdexamfetamine,False,False,
2024,methamphetamine,amphetamine,methamphetamine,False,False,
2025,adipex-p,amphetamine,False,False,True,
2026,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2027,anfetamine,amphetamine,False,False,True,
2028,amfetamine,amphetamine,amphetamine,True,True,
2029,amfetamines,amphetamine,amphetamine,True,True,
2030,blueies,amphetamine,False,False,False,
2031,bzp,amphetamine,False,False,False,
2032,carladol,amphetamine,False,False,False,
2033,change,amphetamine,False,False,False,
2034,clarity,amphetamine,False,False,False,
2035,çoccaine,amphetamine,False,False,False,
2036,d-amphetamine,amphetamine,False,False,True,
2037,dexamphetamine,amphetamine,dextroamphetamine,False,True,
2038,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
2039,dust,amphetamine,False,False,False,
2040,eucalyptus,amphetamine,eucalyptus_globulus_pollen,False,False,
2041,eve,amphetamine,ibuprofen,False,False,
2042,focus_pills,amphetamine,False,False,False,
2043,french_leave,amphetamine,False,False,False,
2044,gin_and_mean,amphetamine,False,False,False,
2045,glass,amphetamine,False,False,False,
2046,go-pill,amphetamine,False,False,False,
2047,goofballs,amphetamine,False,False,False,
2048,happy_dust,amphetamine,False,False,False,
2049,happy_pills,amphetamine,False,False,False,
2050,honey_oil,amphetamine,False,False,False,
2051,icing,amphetamine,False,False,False,
2052,jar,amphetamine,False,False,False,
2053,jazz,amphetamine,False,False,False,
2054,jet,amphetamine,False,False,False,
2055,jet_fuel,amphetamine,False,False,False,
2056,jet_lag,amphetamine,False,False,False,
2057,jib,amphetamine,False,False,False,
2058,jibber,amphetamine,False,False,False,
2059,jibby,amphetamine,False,False,False,
2060,jolly_bean,amphetamine,False,False,True,
2061,joy_dust,amphetamine,False,False,False,
2062,joy_pill,amphetamine,False,False,False,
2063,kiddy_coke,amphetamine,False,False,False,
2064,lamb'sbread,amphetamine,False,False,False,
2065,loco_weed,amphetamine,False,False,False,
2066,love_drug,amphetamine,False,False,False,
2067,meth,amphetamine,methamphetamine,False,False,
2068,methylamine,amphetamine,methylamine,False,True,
2069,methylamphetamine,amphetamine,methamphetamine,False,True,
2070,nikki,amphetamine,ethinyl_estradiol,False,False,
2071,no_doze,amphetamine,False,False,True,
2072,pep_pill,amphetamine,False,False,True,
2073,poor_man's_cocaine,amphetamine,False,False,False,
2074,poor_man's_speed,amphetamine,False,False,False,
2075,r,amphetamine,False,False,False,
2076,rev,amphetamine,False,False,False,
2077,reynolds,amphetamine,False,False,False,
2078,road_dope,amphetamine,False,False,True,
2079,rock,amphetamine,False,False,False,
2080,rose,amphetamine,False,False,False,
2081,roses,amphetamine,False,False,False,
2082,see,amphetamine,False,False,False,
2083,skippy,amphetamine,False,False,False,
2084,snow,amphetamine,False,False,False,
2085,speed,amphetamine,False,False,False,
2086,superman,amphetamine,False,False,False,
2087,superman_pill,amphetamine,False,False,False,
2088,takkie,amphetamine,False,False,False,
2089,trucker's_friend,amphetamine,False,False,False,
2090,uppers,amphetamine,False,False,False,
2091,wake-ups,amphetamine,False,False,False,
2092,whippets,amphetamine,False,False,False,
2093,zipper,amphetamine,False,False,False,
2094,speed,amphetamine,False,False,False,
2095,uppers,amphetamine,False,False,False,
2096,metamphetamine,amphetamine,methamphetamine,False,True,
2097,ephedrine,amphetamine,ephedrine,False,False,
2098,speed,amphetamine,False,False,False,
2099,uppers,amphetamine,False,False,False,
2100,meth,amphetamine,methamphetamine,False,False,
2101,speed,amphetamine,False,False,False,
2102,ampethamine,amphetamine,amphetamine,True,True,
2103,amfetamine,amphetamine,amphetamine,True,True,
2104,amphetamine_sulfate,amphetamine,amphetamine,True,True,
2105,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2106,methamphetamines,amphetamine,methamphetamine,False,False,
2107,methylenedioxymethamphetamine,amphetamine,midomafetamine,False,False,
2108,ephedrine,amphetamine,ephedrine,False,False,
2109,amphet,amphetamine,False,False,True,
2110,amphetamine_sulphate,amphetamine,False,True,True,
2111,dexamphetamine,amphetamine,dextroamphetamine,False,True,
2112,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2113,methamphetamine,amphetamine,methamphetamine,False,False,
2114,methylamphetamine,amphetamine,methamphetamine,False,True,
2115,amphetomine,amphetamine,False,False,True,
2116,ampheton,amphetamine,False,False,False,
2117,ampetamines,amphetamine,amphetamine,True,True,
2118,amp,amphetamine,False,False,False,
2119,amfetamine,amphetamine,amphetamine,True,True,
2120,amp,amphetamine,False,False,False,
2121,bennies,amphetamine,False,False,True,
2122,uppers,amphetamine,False,False,False,
2123,dexamphetamine,amphetamine,dextroamphetamine,False,True,
2124,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2125,methamphetamine,amphetamine,methamphetamine,False,False,
2126,methylamphetamine,amphetamine,methamphetamine,False,True,
2127,phenylamphetamine,amphetamine,False,False,False,
2128,propylhexedrine,amphetamine,propylhexedrine,False,True,
2129,ephedra,amphetamine,ephedra,False,False,
2130,methamphetamine,amphetamine,methamphetamine,False,False,
2131,dexamphetamine,amphetamine,dextroamphetamine,False,True,
2132,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2133,amfetamines,amphetamine,amphetamine,True,True,
2134,amfetamin,amphetamine,amphetamine,True,True,
2135,methamphetamines,amphetamine,methamphetamine,False,False,
2136,amphetaminesulfate,amphetamine,amphetamine,True,True,
2137,methamphetamine,amphetamine,methamphetamine,False,False,
2138,dexamphetamine,amphetamine,dextroamphetamine,False,True,
2139,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2140,meth,amphetamine,methamphetamine,False,False,
2141,phet,amphetamine,False,False,False,
2142,speed,amphetamine,False,False,False,
2143,amfetamine,amphetamine,amphetamine,True,True,
2144,amphetamin,amphetamine,amphetamine,True,True,
2145,amfetamines,amphetamine,amphetamine,True,True,
2146,amfetamine,amphetamine,amphetamine,True,True,
2147,amphetamine_sulphate,amphetamine,False,True,True,
2148,amohetimines,amphetamine,False,False,True,
2149,amphetomines,amphetamine,False,False,True,
2150,uppers,amphetamine,False,False,False,
2151,amphets,amphetamine,False,False,True,
2152,amfetamine,amphetamine,amphetamine,True,True,
2153,amphetaminehydrochloride,amphetamine,False,False,True,
2154,methamphetamine,amphetamine,methamphetamine,False,False,
2155,speed,amphetamine,False,False,False,
2156,uppers,amphetamine,False,False,False,
2157,dexedrine,amphetamine,dextroamphetamine,False,True,
2158,aderal,amphetamine,dextroamphetamine,False,True,
2159,methamphetamine,amphetamine,methamphetamine,False,False,
2160,speed,amphetamine,False,False,False,
2161,methamphetamines,amphetamine,methamphetamine,False,False,
2162,speed,amphetamine,False,False,False,
2163,amphetamine_sulfate,amphetamine,amphetamine,True,True,
2164,benzedrine,amphetamine,False,False,True,
2165,dexedrine,amphetamine,dextroamphetamine,False,True,
2166,methamphetamine,amphetamine,methamphetamine,False,False,
2167,speed,amphetamine,False,False,False,
2168,phetamines,amphetamine,False,False,True,
2169,dexamphetamine,amphetamine,dextroamphetamine,False,True,
2170,methamphetamine,amphetamine,methamphetamine,False,False,
2171,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2172,phenylpropanolamine,amphetamine,phenylpropanolamine,False,True,
2173,ephedrine,amphetamine,ephedrine,False,False,
2174,methamphetamine,amphetamine,methamphetamine,False,False,
2175,methylenedioxymethamphetamine_(mdma),amphetamine,False,False,False,
2176,phenmetrazine,amphetamine,phenmetrazine,False,True,
2177,phenethylamine,amphetamine,phenethylamine,False,True,
2178,selegiline,amphetamine,selegiline,False,True,
2179,amphetamine_sulfate,amphetamine,amphetamine,True,True,
2180,speed,amphetamine,False,False,False,
2181,meth,amphetamine,methamphetamine,False,False,
2182,uppers,amphetamine,False,False,False,
2183,ampetamine,amphetamine,amphetamine,True,True,
2184,amphethamine,amphetamine,amphetamine,True,True,
2185,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
2186,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2187,amphetimine,amphetamine,amphetamine,True,True,
2188,ampehtamine,amphetamine,amphetamine,True,True,
2189,amphetimine,amphetamine,amphetamine,True,True,
2190,amphetomine,amphetamine,False,False,True,
2191,dyanavel_xr,amphetamine,amphetamine,True,True,
2192,evekeo,amphetamine,amphetamine,True,True,
2193,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2194,lisdexamfetamine_dimesylate,amphetamine,lisdexamfetamine,False,True,
2195,mydayis,amphetamine,amphetamine,True,True,
2196,procentra,amphetamine,dextroamphetamine,False,True,
2197,vyvanse,amphetamine,lisdexamfetamine,False,False,
2198,ampantamine,amphetamine,False,False,False,
2199,amfetamine,amphetamine,amphetamine,True,True,
2200,amfetamina,amphetamine,False,False,True,
2201,adderall,amphetamine,amphetamine,True,True,
2202,amphetimine,amphetamine,amphetamine,True,True,
2203,amphetamin,amphetamine,amphetamine,True,True,
2204,amphetamene,amphetamine,False,False,True,
2205,amphetamine_sulphate,amphetamine,False,True,True,
2206,amph,amphetamine,amphotericin_b,False,True,
2207,blue_bellies,amphetamine,False,False,False,
2208,bennies,amphetamine,False,False,True,
2209,beans,amphetamine,False,False,False,
2210,black_beauties,amphetamine,False,False,True,
2211,christmas_trees,amphetamine,False,False,False,
2212,cocaine,amphetamine,cocaine,False,False,
2213,coke,amphetamine,False,False,False,
2214,crack,amphetamine,False,False,False,
2215,darts,amphetamine,False,False,False,
2216,doves,amphetamine,False,False,False,
2217,feathers,amphetamine,False,False,False,
2218,footballs,amphetamine,False,False,False,
2219,hail,amphetamine,False,False,False,
2220,hearts,amphetamine,False,False,True,
2221,horses,amphetamine,False,False,False,
2222,keys,amphetamine,False,False,False,
2223,meth,amphetamine,methamphetamine,False,False,
2224,methamphetamines,amphetamine,methamphetamine,False,False,
2225,mickies,amphetamine,False,False,False,
2226,motorcycle,amphetamine,False,False,False,
2227,oxygen,amphetamine,oxygen,False,False,
2228,speedy_gonzales,amphetamine,False,False,False,
2229,sulph,amphetamine,False,False,True,
2230,uppers,amphetamine,False,False,False,
2231,amphets,amphetamine,False,False,True,
2232,amfetamines,amphetamine,amphetamine,True,True,
2233,amphetamine_sulfate,amphetamine,amphetamine,True,True,
2234,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
2235,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2236,methamphetamine,amphetamine,methamphetamine,False,False,
2237,methylenedioxymethamphetamine,amphetamine,midomafetamine,False,False,
2238,phenethylamine,amphetamine,phenethylamine,False,True,
2239,amfetamine,amphetamine,amphetamine,True,True,
2240,amfetimine,amphetamine,False,False,True,
2241,amfetamine,amphetamine,amphetamine,True,True,
2242,benzedrine,amphetamine,False,False,True,
2243,d-amphetamine,amphetamine,False,False,True,
2244,methamphetamine,amphetamine,methamphetamine,False,False,
2245,phenmetrazine,amphetamine,phenmetrazine,False,True,
2246,supersonic,amphetamine,False,False,False,
2247,amphetimines,amphetamine,amphetamine,True,False,
2248,dexedrine,amphetamine,dextroamphetamine,False,True,
2249,benzedrine,amphetamine,False,False,True,
2250,amfetamine,amphetamine,amphetamine,True,True,
2251,methamphetamine,amphetamine,methamphetamine,False,False,
2252,amphies,amphetamine,False,False,False,
2253,amphet,amphetamine,False,False,True,
2254,amips,amphetamine,False,False,False,
2255,ampules,amphetamine,False,False,False,
2256,amphetamines,amphetamine,dextroamphetamine,False,True,
2257,amphetas,amphetamine,False,False,True,
2258,speed,amphetamine,False,False,False,
2259,amfetamine,amphetamine,amphetamine,True,True,
2260,amfetamines,amphetamine,amphetamine,True,True,
2261,amphetamine_sulfate,amphetamine,amphetamine,True,True,
2262,methamphetamine,amphetamine,methamphetamine,False,False,
2263,amphetamine_sulfate,amphetamine,amphetamine,True,True,
2264,dexedrine,amphetamine,dextroamphetamine,False,True,
2265,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
2266,methamphetamine,amphetamine,methamphetamine,False,False,
2267,amphetamines,amphetamine,dextroamphetamine,False,True,
2268,amphetamined,amphetamine,False,False,True,
2269,amphetaminee,amphetamine,False,False,True,
2270,amphetomine,amphetamine,False,False,True,
2271,amfetamine,amphetamine,amphetamine,True,True,
2272,amfetamines,amphetamine,amphetamine,True,True,
2273,amphetmins,amphetamine,False,False,True,
2274,amphetomines,amphetamine,False,False,True,
2275,amfetamine,amphetamine,amphetamine,True,True,
2276,amphetamine_sulphate,amphetamine,False,True,True,
2277,dexedrine,amphetamine,dextroamphetamine,False,True,
2278,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
2279,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2280,efedrina,amphetamine,False,False,False,
2281,metamfetamin,amphetamine,False,False,False,
2282,epinefrina,amphetamine,False,False,False,
2283,dexamfetamine,amphetamine,dextroamphetamine,False,True,
2284,levamfetamine,amphetamine,False,False,True,
2285,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2286,amfetamin,amphetamine,amphetamine,True,True,
2287,amphetamine_sulphate,amphetamine,False,True,True,
2288,ampetamines,amphetamine,amphetamine,True,True,
2289,amphetimine,amphetamine,amphetamine,True,True,
2290,bennies,amphetamine,False,False,True,
2291,uppers,amphetamine,False,False,False,
2292,speed,amphetamine,False,False,False,
2293,crank,amphetamine,False,False,False,
2294,meth,amphetamine,methamphetamine,False,False,
2295,coke,amphetamine,False,False,False,
2296,ampetimine,amphetamine,False,False,True,
2297,amphetan,amphetamine,False,False,False,
2298,amfetamine,amphetamine,amphetamine,True,True,
2299,methamphetamine,amphetamine,methamphetamine,False,False,
2300,ampethamine,amphetamine,amphetamine,True,True,
2301,amphethamine,amphetamine,amphetamine,True,True,
2302,amphetomine,amphetamine,False,False,True,
2303,adderall,amphetamine,amphetamine,True,True,
2304,dexedrine,amphetamine,dextroamphetamine,False,True,
2305,vyvanse,amphetamine,lisdexamfetamine,False,False,
2306,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2307,aderall,amphetamine,dextroamphetamine,False,True,
2308,ritalin,amphetamine,methylphenidate,False,False,
2309,amphetamines,amphetamine,dextroamphetamine,False,True,
2310,latitude,amphetamine,False,False,False,
2311,methamphetamines,amphetamine,methamphetamine,False,False,
2312,speed,amphetamine,False,False,False,
2313,uppers,amphetamine,False,False,False,
2314,amfetimine,amphetamine,False,False,True,
2315,amphetens,amphetamine,False,False,False,
2316,amphetan,amphetamine,False,False,False,
2317,amphetimins,amphetamine,False,False,True,
2318,amphetimine,amphetamine,amphetamine,True,True,
2319,amphetamine_sulfate,amphetamine,amphetamine,True,True,
2320,methamphetamine,amphetamine,methamphetamine,False,False,
2321,speed,amphetamine,False,False,False,
2322,crystal_meth,amphetamine,methamphetamine,False,True,
2323,crank,amphetamine,False,False,False,
2324,uppers,amphetamine,False,False,False,
2325,addies,amphetamine,False,False,False,
2326,uppers,amphetamine,False,False,False,
2327,benzedrine,amphetamine,False,False,True,
2328,bromoamphetamine,amphetamine,False,False,True,
2329,cathinone,amphetamine,cathinone,False,True,
2330,chlorpheniramine,amphetamine,chlorphenamine,False,False,
2331,dexamfetamine,amphetamine,dextroamphetamine,False,True,
2332,dexfenfluramine,amphetamine,dexfenfluramine,False,False,
2333,diethylpropion,amphetamine,diethylpropion,False,False,
2334,dimethylamphetamine,amphetamine,False,False,True,
2335,ephedrine,amphetamine,ephedrine,False,False,
2336,etafedrine,amphetamine,False,False,False,
2337,fenfluramine,amphetamine,fenfluramine,False,False,
2338,levamfetamine,amphetamine,False,False,True,
2339,methamphetamine,amphetamine,methamphetamine,False,False,
2340,dexmethylphenidate,amphetamine,dexmethylphenidate,False,False,
2341,methylphenidate,amphetamine,methylphenidate,False,False,
2342,phentermine,amphetamine,phentermine,False,True,
2343,propylhexedrine,amphetamine,propylhexedrine,False,True,
2344,pseudoephedrine,amphetamine,pseudoephedrine,False,False,
2345,selegiline,amphetamine,selegiline,False,True,
2346,tranylcypromine,amphetamine,tranylcypromine,False,False,
2347,methamphetamine,amphetamine,methamphetamine,False,False,
2348,dexedrine,amphetamine,dextroamphetamine,False,True,
2349,speed,amphetamine,False,False,False,
2350,amphetaminum,amphetamine,False,False,False,
2351,amphetamine,amphetamine,amphetamine,True,True,
2352,ampitamine,amphetamine,False,False,False,
2353,amphetamine_sulphate,amphetamine,False,True,True,
2354,vyvanse,amphetamine,lisdexamfetamine,False,False,
2355,dexedrine,amphetamine,dextroamphetamine,False,True,
2356,methamphetamine,amphetamine,methamphetamine,False,False,
2357,crystal_meth,amphetamine,methamphetamine,False,True,
2358,speed,amphetamine,False,False,False,
2359,uppers,amphetamine,False,False,False,
2360,amphetamine_hydrochloride,amphetamine,False,True,True,
2361,benzedrine,amphetamine,False,False,True,
2362,dexedrine,amphetamine,dextroamphetamine,False,True,
2363,desoxyn,amphetamine,methamphetamine,False,True,
2364,methedrine,amphetamine,ephedrine,False,False,
2365,methamphetamine,amphetamine,methamphetamine,False,False,
2366,speed,amphetamine,False,False,False,
2367,amfetamine,amphetamine,amphetamine,True,True,
2368,amphetamine_sulfate,amphetamine,amphetamine,True,True,
2369,benzedrine,amphetamine,False,False,True,
2370,dexedrine,amphetamine,dextroamphetamine,False,True,
2371,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
2372,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2373,dexedrine,amphetamine,dextroamphetamine,False,True,
2374,methamphetamine,amphetamine,methamphetamine,False,False,
2375,black_beauties,amphetamine,False,False,True,
2376,bennies,amphetamine,False,False,True,
2377,orbit,amphetamine,False,False,False,
2378,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2379,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
2380,levoamphetamine,amphetamine,dextroamphetamine,False,True,
2381,selegiline,amphetamine,selegiline,False,True,
2382,bupropion,amphetamine,bupropion,False,True,
2383,modafinil,amphetamine,modafinil,False,False,
2384,methylphenidate,amphetamine,methylphenidate,False,False,
2385,amfetamine,amphetamine,amphetamine,True,True,
2386,amphetamine,amphetamine,amphetamine,True,True,
2387,amphethamine,amphetamine,amphetamine,True,True,
2388,bam,amphetamine,False,False,False,
2389,benzedrine,amphetamine,False,False,True,
2390,bupropite,amphetamine,False,False,False,
2391,chile,amphetamine,False,False,False,
2392,dexedrine,amphetamine,dextroamphetamine,False,True,
2393,fast,amphetamine,False,False,False,
2394,go-pills,amphetamine,False,False,False,
2395,hearts,amphetamine,False,False,True,
2396,kiddy,amphetamine,False,False,False,
2397,meth,amphetamine,methamphetamine,False,False,
2398,motorbikes,amphetamine,False,False,False,
2399,nose_candy,amphetamine,cocaine,False,False,
2400,nazis,amphetamine,False,False,False,
2401,phet,amphetamine,False,False,False,
2402,poppers,amphetamine,False,False,False,
2403,purps,amphetamine,False,False,False,
2404,shit,amphetamine,False,False,False,
2405,speed,amphetamine,False,False,False,
2406,meth,amphetamine,methamphetamine,False,False,
2407,uppers,amphetamine,False,False,False,
2408,coke,amphetamine,False,False,False,
2409,crack,amphetamine,False,False,False,
2410,ampetamines,amphetamine,amphetamine,True,True,
2411,amphetimine,amphetamine,amphetamine,True,True,
2412,amfetamine,amphetamine,amphetamine,True,True,
2413,amfetamines,amphetamine,amphetamine,True,True,
2414,amphetamine_sulphate,amphetamine,False,True,True,
2415,benzoylecgonine,amphetamine,benzoylecgonine,False,False,
2416,amphetamine_sulfate,amphetamine,amphetamine,True,True,
2417,benzedrine,amphetamine,False,False,True,
2418,dexedrine,amphetamine,dextroamphetamine,False,True,
2419,methamphetamine,amphetamine,methamphetamine,False,False,
2420,methylamphetamine,amphetamine,methamphetamine,False,True,
2421,speed,amphetamine,False,False,False,
2422,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2423,procentra,amphetamine,dextroamphetamine,False,True,
2424,vyvanse,amphetamine,lisdexamfetamine,False,False,
2425,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2426,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
2427,levoamphetamine,amphetamine,dextroamphetamine,False,True,
2428,methamphetamine,amphetamine,methamphetamine,False,False,
2429,phentermine,amphetamine,phentermine,False,True,
2430,selegiline,amphetamine,selegiline,False,True,
2431,eldepryl,amphetamine,selegiline,False,False,
2432,amphetemine,amphetamine,amphetamine,True,True,
2433,amphetamine_sulphate,amphetamine,False,True,True,
2434,speed,amphetamine,False,False,False,
2435,ampetimine,amphetamine,False,False,True,
2436,central_nervous_system_stimulant,amphetamine,False,False,False,
2437,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
2438,adderall,amphetamine,amphetamine,True,True,
2439,vyvanse,amphetamine,lisdexamfetamine,False,False,
2440,dexedrine,amphetamine,dextroamphetamine,False,True,
2441,desoxyn,amphetamine,methamphetamine,False,True,
2442,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2443,amphetamines,amphetamine,dextroamphetamine,False,True,
2444,amfetamine,amphetamine,amphetamine,True,True,
2445,amfetamines,amphetamine,amphetamine,True,True,
2446,bezitramide,amphetamine,False,False,False,
2447,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
2448,diethylpropion,amphetamine,diethylpropion,False,False,
2449,fenmetrazine,amphetamine,False,False,False,
2450,levamfetamine,amphetamine,False,False,True,
2451,mephentermine,amphetamine,mephentermine,False,False,
2452,methamphetamines,amphetamine,methamphetamine,False,False,
2453,methamphetamines,amphetamine,methamphetamine,False,False,
2454,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
2455,phenylpropanolamine,amphetamine,phenylpropanolamine,False,True,
2456,bupropion,amphetamine,bupropion,False,True,
2457,amfetamine,amphetamine,amphetamine,True,True,
2458,amfetamin,amphetamine,amphetamine,True,True,
2459,amphetamine_sulphate,amphetamine,False,True,True,
2460,amphet-,amphetamine,False,False,True,
2461,amphetamine,amphetamine,amphetamine,True,True,
2462,dexamphetamine,amphetamine,dextroamphetamine,False,True,
