,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth,manual label,name filter,google filter,filter prediction
1887,qtiva,fentanyl,False,False,False,,-1,False,True,False,False
1888,qila,fentanyl,False,False,False,,-1,False,True,False,False
1889,hydromorphone,fentanyl,hydromorphone,False,False,,-1,False,False,False,False
1890,phenyl,fentanyl,False,False,True,,4,True,True,True,True
1891,fentylamine,fentanyl,False,False,False,,-1,False,True,False,False
1892,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1893,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1894,alfenta,fentanyl,False,False,True,,1,False,True,True,True
1895,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1896,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
1897,enatyl,fentanyl,False,False,False,,-1,False,True,False,False
1898,substaance_x,fentanyl,False,False,False,,-1,False,True,False,False
1899,fentana,fentanyl,False,False,False,,-1,True,True,False,False
1900,fentoran,fentanyl,False,False,False,,-1,True,True,False,False
1901,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1902,feen,fentanyl,beef,False,False,,-1,False,True,False,False
1903,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
1904,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1905,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1906,fentanols,fentanyl,False,False,True,,1,True,True,True,True
1907,fentynyls,fentanyl,False,False,True,,1,True,True,True,True
1908,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
1909,furanyl,fentanyl,False,False,True,,1,True,True,True,True
1910,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1911,sett_enterage,fentanyl,False,False,False,,-1,False,True,False,False
1912,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1913,fentyl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
1914,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1915,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1916,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
1917,fetynel,fentanyl,False,False,True,,1,True,True,True,True
1918,ffentanyl,fentanyl,False,False,True,,1,True,True,True,True
1919,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1920,fetanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1921,fentanel,fentanyl,False,False,True,,1,True,True,True,True
1922,fentanex,fentanyl,False,False,False,,-1,True,True,False,False
1923,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1924,fentanol,fentanyl,fentanyl,True,True,,1,True,True,True,True
1925,fentanyn,fentanyl,False,False,True,,1,True,True,True,True
1926,fenty,fentanyl,False,False,True,,8,True,True,True,True
1927,cat,fentanyl,False,False,False,,-1,False,True,False,False
1928,tag,fentanyl,tagatose,False,False,,-1,False,True,False,False
1929,rat,fentanyl,False,False,False,,-1,False,True,False,False
1930,bat,fentanyl,False,False,False,,-1,False,True,False,False
1931,mat,fentanyl,False,False,False,,-1,False,True,False,False
1932,hat,fentanyl,False,False,False,,-1,False,True,False,False
1933,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1934,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1935,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
1936,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
1937,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1938,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1939,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1940,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
1941,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1942,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
1943,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1944,fentinel,fentanyl,False,False,True,,1,True,True,True,True
1945,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
1946,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1947,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1948,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1949,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1950,fenantyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1951,iso-propanofulfen,fentanyl,False,False,False,,-1,False,True,False,False
1952,propanofulfentanyl,fentanyl,False,False,False,,-1,False,True,False,False
1953,o-2287,fentanyl,False,False,False,,-1,False,True,False,False
1954,para-fluorofentanyl,fentanyl,False,False,True,,2,True,True,True,True
1955,4-an-2_hologram,fentanyl,False,False,False,,-1,False,True,False,False
1956,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1957,fentanal,fentanyl,fentanyl,True,True,,1,True,True,True,True
1958,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1959,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1960,dolophine,fentanyl,methadone,False,False,,-1,False,True,False,False
1961,la_amb,fentanyl,False,False,False,,-1,False,True,False,False
1962,meperidine,fentanyl,pethidine,False,False,,-1,False,True,False,False
1963,fetynyl,fentanyl,False,False,True,,1,True,True,True,True
1964,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1965,fentyal,fentanyl,dicyclomine,False,True,,1,True,True,True,True
1966,fenatyl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
1967,fentaclone,fentanyl,False,False,False,,-1,False,True,False,False
1968,fentanest,fentanyl,False,False,True,,1,True,True,True,True
1969,fentanex,fentanyl,False,False,False,,-1,True,True,False,False
1970,oxycodone,fentanyl,oxycodone,False,False,,-1,False,False,False,False
1971,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1972,phentenal,fentanyl,False,False,True,,1,True,True,True,True
1973,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1974,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1975,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1976,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
1977,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1978,fenetic,fentanyl,False,False,False,,-1,False,True,False,False
1979,fenetil,fentanyl,False,False,False,,-1,False,True,False,False
1980,fentenyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1981,fentinel,fentanyl,False,False,True,,1,True,True,True,True
1982,fentranyl,fentanyl,False,False,True,,1,True,True,True,True
1983,instanyl,fentanyl,fentanyl,True,True,,3,True,True,True,True
1984,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1985,subs,fentanyl,False,False,False,,-1,False,True,False,False
1986,roxanol,fentanyl,morphine,False,False,,-1,False,True,False,False
1987,ms_contin,fentanyl,morphine,False,False,,-1,False,True,False,False
1988,oxycodone,fentanyl,oxycodone,False,False,,-1,False,False,False,False
1989,heroin,fentanyl,heroin,False,False,,-1,False,False,False,False
1990,fenanil,fentanyl,False,False,True,,1,True,True,True,True
1991,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
1992,fenatil,fentanyl,False,False,True,,1,False,True,True,True
1993,fenatine,fentanyl,False,False,False,,-1,False,True,False,False
1994,fenatyl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
1995,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1996,fyntil,fentanyl,False,False,False,,-1,False,True,False,False
1997,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1998,lentanyl,fentanyl,False,False,False,,-1,False,True,False,False
1999,phentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2000,phentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2001,suprane,fentanyl,desflurane,False,False,,-1,False,True,False,False
2002,fentanal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2003,fentican,fentanyl,False,False,False,,-1,False,True,False,False
2004,fentaanyl,fentanyl,False,False,True,,1,True,True,True,True
2005,fentanylaat,fentanyl,False,False,False,,-1,False,True,False,False
2006,fentanylzuur,fentanyl,False,False,False,,-1,False,True,False,False
2007,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2008,sevoflurane,fentanyl,sevoflurane,False,True,,5,False,False,True,False
2009,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2010,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2011,labor,fentanyl,False,False,False,,-1,False,True,False,False
2012,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2013,talwin,fentanyl,pentazocine,False,False,,-1,False,True,False,False
2014,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
2015,phentolamine,fentanyl,phentolamine,False,True,,8,False,False,True,False
2016,carvedilol,fentanyl,carvedilol,False,False,,-1,False,False,False,False
2017,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2018,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
2019,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
2020,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2021,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
2022,qidwaqtin,fentanyl,False,False,False,,-1,False,True,False,False
2023,tiqqanin,fentanyl,False,False,False,,-1,False,True,False,False
2024,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2025,fentanylon,fentanyl,False,False,True,,1,True,True,True,True
2026,fentanyls_citrate,fentanyl,False,True,True,,1,True,True,True,True
2027,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2028,fenntanyl,fentanyl,False,False,True,,1,True,True,True,True
2029,fentanael,fentanyl,False,False,True,,1,False,True,True,True
2030,fentanaal,fentanyl,False,False,True,,1,True,True,True,True
2031,fentenyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2032,fentanyle,fentanyl,False,False,True,,1,True,True,True,True
2033,fentenyl-_fentanyl,fentanyl,False,True,True,,2,True,True,True,True
2034,fentynol,fentanyl,False,False,True,,1,True,True,True,True
2035,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2036,fentane,fentanyl,False,False,False,,-1,True,True,False,False
2037,fentayna,fentanyl,False,False,True,,1,False,True,True,True
2038,fentryn,fentanyl,False,False,False,,-1,False,True,False,False
2039,fentinal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2040,fentylam,fentanyl,False,False,False,,-1,False,True,False,False
2041,contin,fentanyl,False,False,False,,-1,False,True,False,False
2042,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2043,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2044,effentora,fentanyl,False,False,True,,1,True,True,True,True
2045,efferalgan,fentanyl,False,False,False,,-1,False,True,False,False
2046,strong_painkiller,fentanyl,False,False,True, slang,2,?,True,True,True
2047,fentyn,fentanyl,False,False,True,,1,True,True,True,True
2048,fenten,fentanyl,False,False,True,,6,False,True,True,True
2049,fentan,fentanyl,albendazole,False,True,,1,True,True,True,True
2050,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2051,fentynol,fentanyl,False,False,True,,1,True,True,True,True
2052,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2053,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2054,fentenol,fentanyl,False,False,True,,1,True,True,True,True
2055,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2056,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2057,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2058,lexaryn,fentanyl,False,False,False,,-1,False,True,False,False
2059,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2060,faentanil,fentanyl,False,False,False,,-1,False,True,False,False
2061,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
2062,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
2063,fentanyl_phosphate,fentanyl,False,True,True,,2,False,True,True,True
2064,fentanyl_carbonate,fentanyl,False,True,True,,1,False,True,True,True
2065,fentanyl_sulfate,fentanyl,False,True,True,,1,True,True,True,True
2066,fentanyl_tartrate,fentanyl,False,True,True,,1,True,True,True,True
2067,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
2068,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2069,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2070,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
2071,effentora,fentanyl,False,False,True,,1,True,True,True,True
2072,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2073,intrigma,fentanyl,False,False,False,,-1,False,True,False,False
2074,laet,fentanyl,False,False,False,,-1,False,True,False,False
2075,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2076,sufentanyl,fentanyl,sufentanil,False,True,,2,False,True,True,True
2077,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
2078,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
2079,alpha-methylfentanyl,fentanyl,False,False,True,,1,False,True,True,True
2080,3-methylfentanyl,fentanyl,3-methylfentanyl,False,True,,1,False,False,True,False
2081,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
2082,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
2083,morph,fentanyl,False,False,False,,-1,False,True,False,False
2084,sublingual,fentanyl,False,False,False,,-1,False,True,False,False
2085,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2086,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
2087,n-(1-(2-phenethyl)-4-piperidinyl)-n-phenylpropionamide,fentanyl,False,False,True,,1,False,True,True,True
2088,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2089,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
2090,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2091,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2092,matrifen,fentanyl,False,False,True,,1,True,True,True,True
2093,refentanil,fentanyl,False,False,False,,-1,False,True,False,False
2094,sufentanyl,fentanyl,sufentanil,False,True,,2,False,True,True,True
2095,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2096,equagesic,fentanyl,False,False,False,,-1,False,True,False,False
2097,mcneil,fentanyl,False,False,False,,-1,False,True,False,False
2098,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2099,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2100,fenticycline,fentanyl,False,False,False,,-1,False,True,False,False
2101,fenticonazole,fentanyl,False,False,False,,-1,False,True,False,False
2102,fentiazac,fentanyl,False,False,True,,6,False,True,True,True
2103,fentiegide,fentanyl,False,False,False,,-1,False,True,False,False
2104,fentilate,fentanyl,False,False,False,,-1,False,True,False,False
2105,fentimide,fentanyl,False,False,False,,-1,False,True,False,False
2106,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2107,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
2108,sublingual_analgesic,fentanyl,False,False,True,,1,?,True,True,True
2109,transmucosal_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
2110,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2111,fenatnyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2112,fenatyl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
2113,fentayl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2114,fentyal,fentanyl,dicyclomine,False,True,,1,True,True,True,True
2115,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2116,black_tar_heroin,fentanyl,False,False,True, pill,9,False,True,True,True
2117,fentanest,fentanyl,False,False,True,,1,True,True,True,True
2118,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2119,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2120,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2121,sevoflurane,fentanyl,sevoflurane,False,True,,5,False,False,True,False
2122,furanyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
2123,kingfentanyl,fentanyl,False,False,True,,1,False,True,True,True
2124,spoofentanyl,fentanyl,False,False,False,,-1,False,True,False,False
2125,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2126,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2127,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
2128,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2129,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2130,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2131,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2132,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
2133,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2134,fentyll,fentanyl,False,False,False,,-1,False,True,False,False
2135,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2136,fenyly,fentanyl,False,False,True,,1,False,True,True,True
2137,fentanol,fentanyl,fentanyl,True,True,,1,True,True,True,True
2138,fentaryl,fentanyl,False,False,True,,1,True,True,True,True
2139,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
2140,fentace,fentanyl,False,False,False,,-1,False,True,False,False
2141,fentrane,fentanyl,False,False,False,,-1,False,True,False,False
2142,fentrist,fentanyl,False,False,False,,-1,False,True,False,False
2143,fentalyn,fentanyl,fentanyl,True,True,,1,True,True,True,True
2144,fentaplay,fentanyl,False,False,False,,-1,False,True,False,False
2145,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2146,fenty,fentanyl,False,False,True,,8,True,True,True,True
2147,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
2148,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2149,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2150,fentatyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2151,fentayl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2152,fentaiol,fentanyl,False,False,False,,-1,False,True,False,False
2153,fentanol,fentanyl,fentanyl,True,True,,1,True,True,True,True
2154,fentayol,fentanyl,False,False,True,,1,True,True,True,True
2155,fental,fentanyl,albendazole,False,True,,1,True,True,True,True
2156,fenty,fentanyl,False,False,True,,8,True,True,True,True
2157,fentina,fentanyl,False,False,False,,-1,False,True,False,False
2158,fentan,fentanyl,albendazole,False,True,,1,True,True,True,True
2159,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
2160,fentaye,fentanyl,False,False,False,,-1,False,True,False,False
2161,fentay,fentanyl,False,False,True,,1,False,True,True,True
2162,fentanni,fentanyl,False,False,True,,1,True,True,True,True
2163,fentylyl,fentanyl,False,False,False,,-1,False,True,False,False
2164,fentaqual,fentanyl,False,False,False,,-1,False,True,False,False
2165,quatrocin,fentanyl,False,False,False,,-1,False,True,False,False
2166,quinolinic_acid,fentanyl,quinolinic_acid,False,False,,-1,False,False,False,False
2167,pentobarbital,fentanyl,pentobarbital,False,False,,-1,False,False,False,False
2168,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2169,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2170,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2171,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2172,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
2173,subsys,fentanyl,fentanyl,True,True,,3,True,True,True,True
2174,roche,fentanyl,False,False,False,,-1,False,True,False,False
2175,fentanyl_pills,fentanyl,False,True,True,,1,True,True,True,True
2176,blue_pills,fentanyl,False,False,True,,1,?,True,True,True
2177,fentanyl_lollipops,fentanyl,False,True,True,,2,True,True,True,True
2178,fentanyl_patches,fentanyl,False,True,True,,1,True,True,True,True
2179,fentanyl_lozenges,fentanyl,False,True,True,,1,True,True,True,True
2180,fentanyl_gum,fentanyl,False,True,True,,1,True,True,True,True
2181,abstral,fentanyl,fentanyl,True,True,,3,True,True,True,True
2182,effentora,fentanyl,False,False,True,,1,True,True,True,True
2183,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2184,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
2185,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
2186,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2187,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2188,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2189,effentora,fentanyl,False,False,True,,1,True,True,True,True
2190,effient,fentanyl,prasugrel,False,False,,-1,False,True,False,False
2191,fentanyl_derivatives,fentanyl,False,True,True,,1,False,True,True,True
2192,fentanyl_analogs,fentanyl,False,True,True,,1,False,True,True,True
2193,fentanyl_congeners,fentanyl,False,True,True,,1,?,True,True,True
2194,acetyl-fentanyl,fentanyl,False,False,True,,1,False,True,True,True
2195,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
2196,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
2197,desomorphine,fentanyl,desomorphine,False,False,,-1,False,False,False,False
2198,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
2199,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2200,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2201,instanyl,fentanyl,fentanyl,True,True,,3,True,True,True,True
2202,._._._._._._._._._._._.,fentanyl,False,False,True, pill,8,False,True,True,True
2203,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2204,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2205,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
2206,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2207,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
2208,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
2209,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
2210,abrika,fentanyl,False,False,False,,-1,False,True,False,False
2211,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
2212,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2213,innox,fentanyl,False,False,False,,-1,False,True,False,False
2214,instanyl,fentanyl,fentanyl,True,True,,3,True,True,True,True
2215,seq_pain,fentanyl,False,False,False,,-1,False,True,False,False
2216,synalgesic,fentanyl,False,False,False,,-1,False,True,False,False
2217,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2218,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2219,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
2220,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2221,talwin,fentanyl,pentazocine,False,False,,-1,False,True,False,False
2222,detrol,fentanyl,tolterodine,False,False,,-1,False,True,False,False
2223,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2224,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2225,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
2226,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2227,actuane,fentanyl,isotretinoin,False,False,,-1,False,True,False,False
2228,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2229,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2230,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2231,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2232,dalaudid,fentanyl,hydromorphone,False,False,,-1,False,True,False,False
2233,oxycontin,fentanyl,oxycodone,False,False,,-1,False,True,False,False
2234,percocet,fentanyl,oxycodone,False,False,,-1,False,True,False,False
2235,vicodin,fentanyl,hydrocodone,False,False,,-1,False,True,False,False
2236,morphine,fentanyl,morphine,False,False,,-1,False,False,False,False
2237,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2238,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
2239,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2240,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2241,fentrol,fentanyl,False,False,False,,-1,False,True,False,False
2242,fentonyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2243,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2244,incapa,fentanyl,False,False,False,,-1,False,True,False,False
2245,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2246,fentanylan,fentanyl,False,False,True,,7,False,True,True,True
2247,fentanest,fentanyl,False,False,True,,1,True,True,True,True
2248,fentaquel,fentanyl,False,False,False,,-1,False,True,False,False
2249,fentatab,fentanyl,False,False,False,,-1,False,True,False,False
2250,stilbazolam,fentanyl,False,False,False,,-1,False,True,False,False
2251,thiopental,fentanyl,thiopental,False,False,,-1,False,False,False,False
2252,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2253,jurnista,fentanyl,hydromorphone,False,False,,-1,False,True,False,False
2254,instanyl,fentanyl,fentanyl,True,True,,3,True,True,True,True
2255,rapinyl,fentanyl,False,False,True,,5,True,True,True,True
2256,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2257,effentora,fentanyl,False,False,True,,1,True,True,True,True
2258,abbreviat,fentanyl,False,False,False,,-1,False,True,False,False
2259,sublinguale,fentanyl,False,False,False,,-1,?,True,False,False
2260,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2261,troxyca,fentanyl,False,False,False,,-1,False,True,False,False
2262,subsys,fentanyl,fentanyl,True,True,,3,True,True,True,True
2263,systema,fentanyl,False,False,False,,-1,False,True,False,False
2264,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
2265,n-(1-(2-phenylethyl)-4-piperidinyl)-n-phenylpropanamide,fentanyl,False,False,True,,1,True,True,True,True
2266,fentenyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2267,fentyal,fentanyl,dicyclomine,False,True,,1,True,True,True,True
2268,fentanal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2269,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2270,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2271,fentyl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
2272,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2273,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2274,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2275,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2276,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2277,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2278,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2279,fentanyle,fentanyl,False,False,True,,1,True,True,True,True
2280,fentaanyl,fentanyl,False,False,True,,1,True,True,True,True
2281,tetrahydrofuran,fentanyl,False,False,False,,-1,False,True,False,False
2282,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2283,fentinal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2284,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2285,fentenyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
