,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth,manual label
1039,xanax,alprazolam,alprazolam,True,True,,1,True
1040,habitrol,alprazolam,nicotine,False,False,,-1,False
1041,zoloft,alprazolam,sertraline,False,False,,-1,False
1042,zanex,alprazolam,False,False,True,,9,True
1043,xanax,alprazolam,alprazolam,True,True,,1,True
1044,xanax_bars,alprazolam,False,True,True,,7,True
1045,alpraz,alprazolam,False,False,True,,1,True
1046,p0_AZ,alprazolam,False,False,False,,-1,False
1047,alprazolam_2,alprazolam,False,True,True,,1,?
1048,alprax,alprazolam,alprazolam,False,True,,3,True
1049,alpraz,alprazolam,False,False,True,,1,True
1050,frontin,alprazolam,False,False,True,,29,True
1051,trizo,alprazolam,False,False,True, pill,9,True
1052,nerural,alprazolam,False,False,False,,-1,False
1053,iproxin,alprazolam,False,False,False,,-1,False
1054,atenol,alprazolam,False,False,False,,-1,False
1055,alprazolom,alprazolam,alprazolam,True,True,,6,True
1056,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1057,clonazepam,alprazolam,clonazepam,False,True,,21,False
1058,diazepam,alprazolam,diazepam,False,True, drug,6,False
1059,flurazepam,alprazolam,flurazepam,False,False,,-1,False
1060,hydrocodone,alprazolam,hydrocodone,False,True, slang,21,False
1061,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1062,zanapam,alprazolam,False,False,True,,8,True
1063,anxir,alprazolam,False,False,True, drug,26,False
1064,alprazoram,alprazolam,False,False,True,,1,True
1065,alprazolan,alprazolam,alprazolam,True,True,,7,True
1066,alprazolom,alprazolam,alprazolam,True,True,,6,True
1067,alprazolum,alprazolam,False,False,True,,3,True
1068,Alprazolamum,alprazolam,False,False,True,,4,True
1069,alprozalam,alprazolam,alprazolam,True,True,,1,True
1070,zopax,alprazolam,False,False,True,,16,True
1071,valium,alprazolam,diazepam,False,True,,9,False
1072,ativan,alprazolam,lorazepam,False,False,,-1,False
1073,benzos,alprazolam,False,False,True, pill,3,?
1074,alprazox,alprazolam,False,False,False,,-1,False
1075,xanax,alprazolam,alprazolam,True,True,,1,True
1076,zaxan,alprazolam,False,False,True,,20,True
1077,alpraz,alprazolam,False,False,True,,1,True
1078,bars,alprazolam,False,False,True, pill,1,True
1079,xanax,alprazolam,alprazolam,True,True,,1,True
1080,niravam,alprazolam,alprazolam,True,True,,2,True
1081,tranquinal,alprazolam,False,False,True,,7,True
1082,ketazolam,alprazolam,False,False,True, pill,14,False
1083,alpinoz,alprazolam,False,False,False,,-1,False
1084,calmazolam,alprazolam,False,False,False,,-1,False
1085,alzolam,alprazolam,False,False,True,,5,True
1086,alprazolamum,alprazolam,False,False,True,,4,True
1087,xanax,alprazolam,alprazolam,True,True,,1,True
1088,xanax,alprazolam,alprazolam,True,True,,1,True
1089,zoloft,alprazolam,sertraline,False,False,,-1,False
1090,zanax,alprazolam,alprazolam,True,True,,8,True
1091,alpam,alprazolam,False,False,False,,-1,True
1092,alpron,alprazolam,False,False,True, pill,10,True
1093,ativan,alprazolam,lorazepam,False,False,,-1,False
1094,brallopam,alprazolam,False,False,False,,-1,False
1095,ceduximab,alprazolam,False,False,False,,-1,False
1096,clonazepam,alprazolam,clonazepam,False,True,,21,False
1097,alpram,alprazolam,False,False,True,,2,True
1098,alprax,alprazolam,alprazolam,False,True,,3,True
1099,alpraz,alprazolam,False,False,True,,1,True
1100,alpraze,alprazolam,False,False,True,,7,False
1101,xanax,alprazolam,alprazolam,True,True,,1,True
1102,cenax,alprazolam,False,False,True, pill,14,False
1103,alfrentice,alprazolam,False,False,False,,-1,False
1104,alpraz,alprazolam,False,False,True,,1,True
1105,z-bars,alprazolam,False,False,True,,8,True
1106,alzolam,alprazolam,False,False,True,,5,True
1107,zanapam,alprazolam,False,False,True,,8,True
1108,axanax,alprazolam,False,False,True, pill,4,False
1109,azanix,alprazolam,False,False,False,,-1,False
1110,alopam,alprazolam,False,False,True, pill,13,False
1111,alzolam,alprazolam,False,False,True,,5,True
1112,anaprox,alprazolam,naproxen,False,False,,-1,False
1113,ativan,alprazolam,lorazepam,False,False,,-1,False
1114,xanax,alprazolam,alprazolam,True,True,,1,True
1115,panic_disorder_med,alprazolam,False,False,False,,-1,?
1116,tranxene,alprazolam,clorazepate,False,True, pill,28,False
1117,ativan,alprazolam,lorazepam,False,False,,-1,False
1118,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1119,klonopin,alprazolam,clonazepam,False,True,,14,False
1120,valium,alprazolam,diazepam,False,True,,9,False
1121,alprozalam,alprazolam,alprazolam,True,True,,1,True
1122,a-p-r-o-z-o-l-a-m,alprazolam,False,False,True,,1,True
1123,alprazolan,alprazolam,alprazolam,True,True,,7,True
1124,alprazlam,alprazolam,False,False,True,,3,True
1125,alprazlam,alprazolam,False,False,True,,3,True
1126,xanxiety,alprazolam,False,False,True, pill,18,False
1127,xanax_bars,alprazolam,False,True,True,,7,True
1128,yellow_xanax,alprazolam,False,True,True,,3,True
1129,white_xanax,alprazolam,False,True,True,,4,True
1130,blue_xanax,alprazolam,False,True,True,,8,True
1131,serenol,alprazolam,False,False,False,,-1,False
1132,neupax,alprazolam,False,False,True,,3,True
1133,zanex,alprazolam,False,False,True,,9,True
1134,alprazolam,alprazolam,alprazolam,True,True,,1,True
1135,aalprazolam,alprazolam,False,False,True,,1,True
1136,niravams,alprazolam,False,False,True,,2,True
1137,zolofts,alprazolam,sertraline,False,False,,-1,False
1138,xanacers,alprazolam,False,False,False,,-1,False
1139,zanapam,alprazolam,False,False,True,,8,True
1140,alpam,alprazolam,False,False,False,,-1,True
1141,alprozalam,alprazolam,alprazolam,True,True,,1,True
1142,xanor,alprazolam,alprazolam,True,True,,2,True
1143,Trankimazin,alprazolam,False,False,True,,5,True
1144,Helex,alprazolam,azelaic_acid,False,True, pill,7,True
1145,Falminax,alprazolam,False,False,False,,-1,False
1146,Serez,alprazolam,False,False,False,,-1,False
1147,Xanapin,alprazolam,False,False,False,,-1,False
1148,Zoldac,alprazolam,False,False,True,,9,True
1149,Alprox,alprazolam,False,False,True,,2,True
1150,alprazalan,alprazolam,False,False,True,,1,True
1151,alprazolan,alprazolam,alprazolam,True,True,,7,True
1152,alprazolamum,alprazolam,False,False,True,,4,True
1153,alprazolann,alprazolam,False,False,True,,8,True
1154,alprazalm,alprazolam,False,False,True,,1,True
1155,alprazlam,alprazolam,False,False,True,,3,True
1156,xanakas,alprazolam,False,False,True, drug,27,False
1157,zanex,alprazolam,False,False,True,,9,True
1158,xanax,alprazolam,alprazolam,True,True,,1,True
1159,xanax,alprazolam,alprazolam,True,True,,1,True
1160,Alprazolamum,alprazolam,False,False,True,,4,True
1161,alprazolan,alprazolam,alprazolam,True,True,,7,True
1162,alprazolame,alprazolam,False,False,True,,2,False
1163,alprazolami,alprazolam,False,False,True,,2,False
1164,alprazolamo,alprazolam,False,False,True,,1,True
1165,alprazolampa,alprazolam,False,False,True,,14,False
1166,alprazolams,alprazolam,alprazolam,True,True,,1,True
1167,34x,alprazolam,False,False,False,,-1,False
1168,jenneral,alprazolam,False,False,False,,-1,False
1169,atarax,alprazolam,hydroxyzine,False,True, pill,6,False
1170,xanax,alprazolam,alprazolam,True,True,,1,True
1171,Theanfa,alprazolam,False,False,False,,-1,False
1172,xanlar,alprazolam,False,False,False,,-1,False
1173,Zoofel,alprazolam,False,False,False,,-1,False
1174,alprozolam,alprazolam,alprazolam,True,True,,4,True
1175,atarax,alprazolam,hydroxyzine,False,True, pill,6,False
1176,valium,alprazolam,diazepam,False,True,,9,False
1177,klonopin,alprazolam,clonazepam,False,True,,14,False
1178,librium,alprazolam,chlordiazepoxide,False,True,,23,False
1179,tranxene,alprazolam,clorazepate,False,True, pill,28,False
1180,restoril,alprazolam,temazepam,False,True, pill,15,False
1181,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1182,xanax_bars,alprazolam,False,True,True,,7,True
1183,z-bars,alprazolam,False,False,True,,8,True
1184,xanex,alprazolam,alprazolam,True,True,,26,True
1185,xanz,alprazolam,albendazole,False,True, pill,1,True
1186,ativan,alprazolam,lorazepam,False,False,,-1,False
1187,alprozam,alprazolam,alprazolam,True,True,,8,True
1188,zanax,alprazolam,alprazolam,True,True,,8,True
1189,xanax,alprazolam,alprazolam,True,True,,1,True
1190,zaxone,alprazolam,False,False,True, pill,10,False
1191,alprozalam,alprazolam,alprazolam,True,True,,1,True
1192,tranxene,alprazolam,clorazepate,False,True, pill,28,False
1193,ativan,alprazolam,lorazepam,False,False,,-1,False
1194,alazolam,alprazolam,False,False,True,,1,True
1195,alprozolam,alprazolam,alprazolam,True,True,,4,True
1196,alpram,alprazolam,False,False,True,,2,True
1197,alprazolan,alprazolam,alprazolam,True,True,,7,True
1198,alprazolamum,alprazolam,False,False,True,,4,True
1199,alprest,alprazolam,False,False,True,,5,True
1200,xanax,alprazolam,alprazolam,True,True,,1,True
1201,alzolam,alprazolam,False,False,True,,5,True
1202,zolam,alprazolam,False,False,True,,2,True
1203,ativan,alprazolam,lorazepam,False,False,,-1,False
1204,klonopin,alprazolam,clonazepam,False,True,,14,False
1205,valium,alprazolam,diazepam,False,True,,9,False
1206,librium,alprazolam,chlordiazepoxide,False,True,,23,False
1207,serax,alprazolam,oxazepam,False,False,,-1,False
1208,xanax,alprazolam,alprazolam,True,True,,1,True
1209,zolpidem,alprazolam,zolpidem,False,False,,-1,False
1210,xanax,alprazolam,alprazolam,True,True,,1,True
1211,xanax,alprazolam,alprazolam,True,True,,1,True
1212,irazepam,alprazolam,False,False,False,,-1,False
1213,casilan,alprazolam,False,False,False,,-1,False
1214,iprozam,alprazolam,False,False,False,,-1,False
1215,ativan,alprazolam,lorazepam,False,False,,-1,False
1216,alprazalan,alprazolam,False,False,True,,1,True
1217,azor,alprazolam,olmesartan,False,False,,-1,False
1218,alpraz,alprazolam,False,False,True,,1,True
1219,alprazolom,alprazolam,alprazolam,True,True,,6,True
1220,alprazom,alprazolam,False,False,True,,1,True
1221,alpazolam,alprazolam,alprazolam,True,True,,1,True
1222,aprazolam,alprazolam,alprazolam,True,True,,4,True
1223,zanapam,alprazolam,False,False,True,,8,True
1224,alazolam,alprazolam,False,False,True,,1,True
1225,alfrazolam,alprazolam,False,False,True,,2,True
1226,ativan,alprazolam,lorazepam,False,False,,-1,False
1227,zanapam,alprazolam,False,False,True,,8,True
1228,iprazolam,alprazolam,False,False,True,,2,True
1229,ativan,alprazolam,lorazepam,False,False,,-1,False
1230,klonopin,alprazolam,clonazepam,False,True,,14,False
1231,valium,alprazolam,diazepam,False,True,,9,False
1232,xanax,alprazolam,alprazolam,True,True,,1,True
1233,alp,alprazolam,False,False,True, pill,1,True
1234,azolam,alprazolam,acetazolamide,False,True,,6,True
1235,alazolam,alprazolam,False,False,True,,1,True
1236,alpam,alprazolam,False,False,False,,-1,True
1237,alprax,alprazolam,alprazolam,False,True,,3,True
1238,alpraz,alprazolam,False,False,True,,1,True
1239,alprazolid,alprazolam,False,False,False,,-1,False
1240,alpress,alprazolam,False,False,True, pill,16,False
1241,ansiolin,alprazolam,False,False,False,,-1,False
1242,calmobert,alprazolam,False,False,False,,-1,False
1243,xanor,alprazolam,alprazolam,True,True,,2,True
1244,serenata,alprazolam,False,False,False,,-1,False
1245,alprazolides,alprazolam,False,False,False,,-1,False
1246,alprazolamides,alprazolam,False,False,True,,1,False
1247,prazosin,alprazolam,prazosin,False,False,,-1,False
1248,zoplicone,alprazolam,zopiclone,False,False,,-1,False
1249,ativan,alprazolam,lorazepam,False,False,,-1,False
1250,aplrazolam,alprazolam,alprazolam,True,True,,1,True
1251,xanax,alprazolam,alprazolam,True,True,,1,True
1252,alfdet,alprazolam,False,False,False,,-1,False
1253,alprozam,alprazolam,alprazolam,True,True,,8,True
1254,alsopraz,alprazolam,False,False,False,,-1,False
1255,amipraz,alprazolam,False,False,False,,-1,False
1256,anzal,alprazolam,False,False,True, pill,6,True
1257,aprozam,alprazolam,False,False,True,,1,True
1258,Azor,alprazolam,olmesartan,False,False,,-1,False
1259,xanax,alprazolam,alprazolam,True,True,,1,True
1260,zolpidem,alprazolam,zolpidem,False,False,,-1,False
1261,xanor,alprazolam,alprazolam,True,True,,2,True
1262,ativan,alprazolam,lorazepam,False,False,,-1,False
1263,klonopin,alprazolam,clonazepam,False,True,,14,False
1264,librium,alprazolam,chlordiazepoxide,False,True,,23,False
1265,valium,alprazolam,diazepam,False,True,,9,False
1266,tranxene,alprazolam,clorazepate,False,True, pill,28,False
1267,restoril,alprazolam,temazepam,False,True, pill,15,False
1268,amprazolam,alprazolam,False,False,True,,3,True
1269,aplrazolam,alprazolam,alprazolam,True,True,,1,True
1270,zolpidem,alprazolam,zolpidem,False,False,,-1,False
1271,alprazolom,alprazolam,alprazolam,True,True,,6,True
1272,alprazolam,alprazolam,alprazolam,True,True,,1,True
1273,xanarolam,alprazolam,False,False,False,,-1,False
1274,xanax,alprazolam,alprazolam,True,True,,1,True
1275,zoloft,alprazolam,sertraline,False,False,,-1,False
1276,paxil,alprazolam,paroxetine,False,False,,-1,False
1277,prozac,alprazolam,fluoxetine,False,False,,-1,False
1278,lexapro,alprazolam,escitalopram,False,False,,-1,False
1279,buspar,alprazolam,buspirone,False,False,,-1,False
1280,klonopin,alprazolam,clonazepam,False,True,,14,False
1281,ativan,alprazolam,lorazepam,False,False,,-1,False
1282,alprolalam,alprazolam,False,False,True, pill,1,True
1283,triazolam,alprazolam,triazolam,False,True, pill,11,False
1284,alprazolan,alprazolam,alprazolam,True,True,,7,True
1285,alprazolame,alprazolam,False,False,True,,2,False
1286,alprazolamum,alprazolam,False,False,True,,4,True
1287,alazolam,alprazolam,False,False,True,,1,True
1288,alprazolan,alprazolam,alprazolam,True,True,,7,True
1289,alprazolom,alprazolam,alprazolam,True,True,,6,True
1290,alprazophon,alprazolam,False,False,False,,-1,False
1291,azoram,alprazolam,False,False,False,,-1,False
1292,xanor,alprazolam,alprazolam,True,True,,2,True
1293,apraclonidine,alprazolam,apraclonidine,False,False,,-1,False
1294,azulfidine,alprazolam,sulfasalazine,False,False,,-1,False
1295,baclofen,alprazolam,baclofen,False,False,,-1,False
1296,belladonna,alprazolam,belladonna,False,False,,-1,False
1297,benztropine,alprazolam,benzatropine,False,False,,-1,False
1298,bromocriptine,alprazolam,bromocriptine,False,False,,-1,False
1299,carbamazepine,alprazolam,carbamazepine,False,False,,-1,False
1300,chlordiazepoxide,alprazolam,chlordiazepoxide,False,True, slang,7,False
1301,clozapine,alprazolam,clozapine,False,False,,-1,False
1302,cyclobenzaprine,alprazolam,cyclobenzaprine,False,False,,-1,False
1303,dantrolene,alprazolam,dantrolene,False,False,,-1,False
1304,diazepam,alprazolam,diazepam,False,True, drug,6,False
1305,diphenhydramine,alprazolam,diphenhydramine,False,False,,-1,False
1306,divalproex,alprazolam,valproic_acid,False,False,,-1,False
1307,donepezil,alprazolam,donepezil,False,False,,-1,False
1308,flumazenil,alprazolam,flumazenil,False,False,,-1,False
1309,gabapentin,alprazolam,gabapentin,False,False,,-1,False
1310,haloperidol,alprazolam,haloperidol,False,False,,-1,False
1311,levetiracetam,alprazolam,levetiracetam,False,False,,-1,False
1312,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1313,lyrica,alprazolam,pregabalin,False,False,,-1,False
1314,meclizine,alprazolam,meclizine,False,False,,-1,False
1315,olanzapine,alprazolam,olanzapine,False,False,,-1,False
1316,ondansetron,alprazolam,ondansetron,False,False,,-1,False
1317,orphenadrine,alprazolam,orphenadrine,False,False,,-1,False
1318,quetiapine,alprazolam,quetiapine,False,False,,-1,False
1319,risperidone,alprazolam,risperidone,False,False,,-1,False
1320,scopolamine,alprazolam,scopolamine,False,False,,-1,False
1321,solicit,alprazolam,False,False,False,,-1,False
1322,topiramate,alprazolam,topiramate,False,False,,-1,False
1323,trihexyphenidyl,alprazolam,trihexyphenidyl,False,False,,-1,False
1324,zonisamide,alprazolam,zonisamide,False,False,,-1,False
1325,ativan,alprazolam,lorazepam,False,False,,-1,False
1326,neurorest,alprazolam,False,False,False,,-1,False
1327,tranquizine,alprazolam,False,False,False,,-1,False
1328,atarax,alprazolam,hydroxyzine,False,True, pill,6,False
1329,vistaril,alprazolam,hydroxyzine,False,False,,-1,False
1330,xanax,alprazolam,alprazolam,True,True,,1,True
1331,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1332,xanax,alprazolam,alprazolam,True,True,,1,True
1333,ativan,alprazolam,lorazepam,False,False,,-1,False
1334,alprazalam,alprazolam,alprazolam,True,True,,1,True
1335,alprazolan,alprazolam,alprazolam,True,True,,7,True
1336,alprazoloma,alprazolam,False,False,False,,-1,False
1337,alprazoloni,alprazolam,False,False,False,,-1,False
1338,alprazolont,alprazolam,False,False,True, pill,1,False
1339,zanapam,alprazolam,False,False,True,,8,True
1340,tranxene,alprazolam,clorazepate,False,True, pill,28,False
1341,a_tranquilizer_used_to_treat_anxiety_and_panic_disorders,alprazolam,False,False,True,,3,?
1342,zoloft,alprazolam,sertraline,False,False,,-1,False
1343,casazepam,alprazolam,False,False,False,,-1,False
1344,tranxene,alprazolam,clorazepate,False,True, pill,28,False
1345,ativan,alprazolam,lorazepam,False,False,,-1,False
1346,azulfidine,alprazolam,sulfasalazine,False,False,,-1,False
1347,barbiturates,alprazolam,False,False,True, pill,8,?
1348,benzodiazepines,alprazolam,benzodiazepine,False,True, pill,1,?
1349,bzs,alprazolam,False,False,False,,-1,?
1350,cafe_mocha,alprazolam,False,False,False,,-1,False
1351,Chocolate_bars,alprazolam,False,False,True, slang,25,False
1352,clonazepam,alprazolam,clonazepam,False,True,,21,False
1353,diazepam,alprazolam,diazepam,False,True, drug,6,False
1354,downers,alprazolam,False,False,False,,-1,?
1355,Xanax,alprazolam,alprazolam,True,True,,1,True
1356,xanax_bars,alprazolam,False,True,True,,7,True
1357,white_xanax_bars,alprazolam,False,True,True,,8,True
1358,yellow_xanax_bars,alprazolam,False,True,True,,3,True
1359,blue_xanax_bars,alprazolam,False,True,True,,9,True
1360,green_xanax_bars,alprazolam,False,True,True,,10,True
1361,alpazolom,alprazolam,False,False,False,,-1,True
1362,alprozolam,alprazolam,alprazolam,True,True,,4,True
1363,xanax,alprazolam,alprazolam,True,True,,1,True
1364,zolam,alprazolam,False,False,True,,2,True
1365,zanax,alprazolam,alprazolam,True,True,,8,True
1366,xanax,alprazolam,alprazolam,True,True,,1,True
1367,alazopam,alprazolam,False,False,True,,1,True
1368,alpaprazolam,alprazolam,False,False,False,,-1,False
1369,ativan,alprazolam,lorazepam,False,False,,-1,False
1370,valium,alprazolam,diazepam,False,True,,9,False
1371,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1372,clonazepam,alprazolam,clonazepam,False,True,,21,False
1373,diazepam,alprazolam,diazepam,False,True, drug,6,False
1374,zolpidem,alprazolam,zolpidem,False,False,,-1,False
1375,ativan,alprazolam,lorazepam,False,False,,-1,False
1376,valium,alprazolam,diazepam,False,True,,9,False
1377,klonopin,alprazolam,clonazepam,False,True,,14,False
1378,librium,alprazolam,chlordiazepoxide,False,True,,23,False
1379,ativan,alprazolam,lorazepam,False,False,,-1,False
1380,klonopin,alprazolam,clonazepam,False,True,,14,False
1381,zoloft,alprazolam,sertraline,False,False,,-1,False
1382,valium,alprazolam,diazepam,False,True,,9,False
1383,xanax,alprazolam,alprazolam,True,True,,1,True
1384,zoloft,alprazolam,sertraline,False,False,,-1,False
1385,ativan,alprazolam,lorazepam,False,False,,-1,False
1386,alprozolam,alprazolam,alprazolam,True,True,,4,True
1387,z-bars,alprazolam,False,False,True,,8,True
1388,alprazolan,alprazolam,alprazolam,True,True,,7,True
1389,galazopam,alprazolam,False,False,False,,-1,False
1390,azoran,alprazolam,False,False,False,,-1,False
1391,zolpidem,alprazolam,zolpidem,False,False,,-1,False
1392,zaleplon,alprazolam,zaleplon,False,False,,-1,False
1393,estazolam,alprazolam,estazolam,False,False,,-1,False
1394,quazepam,alprazolam,quazepam,False,True, slang,4,False
1395,helex,alprazolam,azelaic_acid,False,True, pill,7,True
1396,xanax,alprazolam,alprazolam,True,True,,1,True
1397,zanapam,alprazolam,False,False,True,,8,True
1398,alpram,alprazolam,False,False,True,,2,True
1399,alprolol,alprazolam,False,False,True,,3,True
1400,alpronax,alprazolam,False,False,True,,1,True
1401,tranq,alprazolam,False,False,True, pill,5,False
1402,azoram,alprazolam,False,False,False,,-1,False
1403,alpram,alprazolam,False,False,True,,2,True
1404,alprazorem,alprazolam,False,False,True,,1,False
1405,alprazolomi,alprazolam,False,False,False,,-1,False
1406,ativan,alprazolam,lorazepam,False,False,,-1,False
1407,xanax,alprazolam,alprazolam,True,True,,1,True
1408,xanax,alprazolam,alprazolam,True,True,,1,True
1409,zopinol,alprazolam,False,False,False,,-1,False
1410,ativan,alprazolam,lorazepam,False,False,,-1,False
1411,arazolam,alprazolam,False,False,True,,3,False
1412,alfazolam,alprazolam,False,False,True,,1,True
1413,alprazonol,alprazolam,False,False,True,,1,False
1414,tranquinal,alprazolam,False,False,True,,7,True
1415,xanor,alprazolam,alprazolam,True,True,,2,True
1416,xanor,alprazolam,alprazolam,True,True,,2,True
1417,serenitrox,alprazolam,False,False,False,,-1,False
1418,triazolobenzodiazepines,alprazolam,adinazolam,False,True,,15,?
1419,alprazolamums,alprazolam,False,False,True, pill,1,True
1420,zoloft,alprazolam,sertraline,False,False,,-1,False
1421,ativan,alprazolam,lorazepam,False,False,,-1,False
1422,clonazepam,alprazolam,clonazepam,False,True,,21,False
1423,diazepam,alprazolam,diazepam,False,True, drug,6,False
1424,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1425,valium,alprazolam,diazepam,False,True,,9,False
1426,zanap,alprazolam,False,False,False,,-1,False
1427,axolen,alprazolam,False,False,False,,-1,False
1428,alprolone,alprazolam,False,False,False,,-1,False
1429,alprone,alprazolam,False,False,True, pill,2,True
1430,alprazolan,alprazolam,alprazolam,True,True,,7,True
1431,alprazolane,alprazolam,False,False,True,,11,False
1432,xan_bars,alprazolam,False,True,True,,3,True
1433,xanak,alprazolam,False,False,True,,25,True
1434,xanogen,alprazolam,False,False,False,,-1,False
1435,xanset,alprazolam,False,False,False,,-1,False
1436,xanzolam,alprazolam,False,False,True,,17,False
1437,zanax,alprazolam,alprazolam,True,True,,8,True
1438,zolam,alprazolam,False,False,True,,2,True
1439,alprazlaom,alprazolam,False,False,True,,1,False
1440,pits,alprazolam,False,False,False,,-1,False
1441,ativan,alprazolam,lorazepam,False,False,,-1,False
1442,xanax,alprazolam,alprazolam,True,True,,1,True
1443,xanax,alprazolam,alprazolam,True,True,,1,True
1444,zaps,alprazolam,False,False,False,,-1,False
1445,blue_footballs,alprazolam,False,False,True,,6,True
1446,white_bars,alprazolam,False,False,True, pill,9,True
1447,Xanas,alprazolam,alprazolam,True,True, pill,1,True
1448,Tranks,alprazolam,False,False,True, drug,19,?
1449,xanax,alprazolam,alprazolam,True,True,,1,True
1450,alprazolan,alprazolam,alprazolam,True,True,,7,True
1451,alazolam,alprazolam,False,False,True,,1,True
1452,alprazosin,alprazolam,False,False,True, drug,25,False
1453,aripiprazole,alprazolam,aripiprazole,False,False,,-1,False
1454,quetiapine,alprazolam,quetiapine,False,False,,-1,False
1455,clonazepam,alprazolam,clonazepam,False,True,,21,False
1456,diazepam,alprazolam,diazepam,False,True, drug,6,False
1457,alzolam,alprazolam,False,False,True,,5,True
1458,alpram,alprazolam,False,False,True,,2,True
1459,alprazolan,alprazolam,alprazolam,True,True,,7,True
1460,alprazolane,alprazolam,False,False,True,,11,False
1461,alprazolamum,alprazolam,False,False,True,,4,True
1462,xanax,alprazolam,alprazolam,True,True,,1,True
1463,alprazorem,alprazolam,False,False,True,,1,False
1464,maxepa,alprazolam,False,False,False,,-1,False
1465,alperazalam,alprazolam,False,False,False,,-1,False
1466,cipex,alprazolam,False,False,False,,-1,False
1467,zopax,alprazolam,False,False,True,,16,True
1468,alprazolan,alprazolam,alprazolam,True,True,,7,True
1469,alprazosh,alprazolam,False,False,False,,-1,False
1470,alprazal,alprazolam,False,False,True,,1,False
1471,alpraz,alprazolam,False,False,True,,1,True
1472,alzarolam,alprazolam,False,False,False,,-1,True
1473,alprazam,alprazolam,False,False,True,,1,True
1474,zanax,alprazolam,alprazolam,True,True,,8,True
1475,xanax,alprazolam,alprazolam,True,True,,1,True
1476,xanx,alprazolam,alprazolam,True,True, pill,1,True
1477,zanx,alprazolam,False,False,True,,29,True
1478,neupax,alprazolam,False,False,True,,3,True
1479,xanax,alprazolam,alprazolam,True,True,,1,True
1480,zoloft,alprazolam,sertraline,False,False,,-1,False
1481,xanax,alprazolam,alprazolam,True,True,,1,True
1482,zolpidem,alprazolam,zolpidem,False,False,,-1,False
1483,xanax,alprazolam,alprazolam,True,True,,1,True
1484,xanmar,alprazolam,False,False,False,,-1,False
1485,xanam,alprazolam,False,False,True, pill,1,False
1486,xanar,alprazolam,False,False,True,,16,True
1487,xanax,alprazolam,alprazolam,True,True,,1,True
1488,Xanax,alprazolam,alprazolam,True,True,,1,True
1489,xanor,alprazolam,alprazolam,True,True,,2,True
1490,zanex,alprazolam,False,False,True,,9,True
1491,anexsia,alprazolam,False,False,False,,-1,False
1492,frontin,alprazolam,False,False,True,,29,True
1493,tranquinal,alprazolam,False,False,True,,7,True
1494,ativan,alprazolam,lorazepam,False,False,,-1,False
1495,zanex,alprazolam,False,False,True,,9,True
1496,alpramazolam,alprazolam,False,False,False,,-1,True
1497,alprazolan,alprazolam,alprazolam,True,True,,7,True
1498,zanax,alprazolam,alprazolam,True,True,,8,True
1499,alprazolam,alprazolam,alprazolam,True,True,,1,True
1500,zoloft,alprazolam,sertraline,False,False,,-1,False
1501,xanax,alprazolam,alprazolam,True,True,,1,True
1502,alprazlam,alprazolam,False,False,True,,3,True
1503,axolan,alprazolam,False,False,False,,-1,False
1504,neupax,alprazolam,False,False,True,,3,True
1505,selinex,alprazolam,False,False,False,,-1,False
1506,tangorex,alprazolam,False,False,False,,-1,False
1507,alzolam,alprazolam,False,False,True,,5,True
1508,zanax,alprazolam,alprazolam,True,True,,8,True
1509,Alprazolam,alprazolam,alprazolam,True,True,,1,True
1510,zanax,alprazolam,alprazolam,True,True,,8,True
1511,xanax,alprazolam,alprazolam,True,True,,1,True
1512,orazepam,alprazolam,False,False,False,,-1,False
1513,alprzalam,alprazolam,False,False,True,,1,True
1514,z-bars,alprazolam,False,False,True,,8,True
1515,xanor,alprazolam,alprazolam,True,True,,2,True
1516,z-bars,alprazolam,False,False,True,,8,True
1517,zoloft,alprazolam,sertraline,False,False,,-1,False
1518,ativan,alprazolam,lorazepam,False,False,,-1,False
1519,alprazolan,alprazolam,alprazolam,True,True,,7,True
1520,alprazolom,alprazolam,alprazolam,True,True,,6,True
1521,zopazolam,alprazolam,False,False,False,,-1,False
1522,alprazanas,alprazolam,False,False,False,,-1,False
1523,zoloft,alprazolam,sertraline,False,False,,-1,False
1524,diazepam,alprazolam,diazepam,False,True, drug,6,False
1525,alprazolane,alprazolam,False,False,True,,11,False
1526,alprazolaner,alprazolam,False,False,True,,3,False
1527,alprazolanes,alprazolam,False,False,True,,4,True
1528,alprazolame,alprazolam,False,False,True,,2,False
1529,alprazolamin,alprazolam,False,False,True,,1,False
1530,alprazolamine,alprazolam,False,False,True,,2,True
1531,alprazolamides,alprazolam,False,False,True,,1,False
1532,azorpam,alprazolam,False,False,False,,-1,False
1533,alpam,alprazolam,False,False,False,,-1,True
1534,alprazolan,alprazolam,alprazolam,True,True,,7,True
1535,alprazolamn,alprazolam,False,False,True,,1,True
1536,zanex,alprazolam,False,False,True,,9,True
1537,xanor,alprazolam,alprazolam,True,True,,2,True
